"","fields","FieldID","visit","num","description"
"7164","X22655.0.0","X22655","0","0","Rest days during night shift periods"
"7165","X22655.0.1","X22655","0","1","Rest days during night shift periods"
"7166","X22655.0.2","X22655","0","2","Rest days during night shift periods"
"7167","X22655.0.3","X22655","0","3","Rest days during night shift periods"
"7168","X22655.0.4","X22655","0","4","Rest days during night shift periods"
"7169","X22655.0.5","X22655","0","5","Rest days during night shift periods"
"7170","X22655.0.6","X22655","0","6","Rest days during night shift periods"
"7171","X22655.0.7","X22655","0","7","Rest days during night shift periods"
"7172","X22655.0.8","X22655","0","8","Rest days during night shift periods"
"7173","X22655.0.9","X22655","0","9","Rest days during night shift periods"
"7174","X22655.0.10","X22655","0","10","Rest days during night shift periods"
"7175","X22655.0.11","X22655","0","11","Rest days during night shift periods"
"7176","X22655.0.12","X22655","0","12","Rest days during night shift periods"
"7177","X22655.0.13","X22655","0","13","Rest days during night shift periods"
"7178","X22655.0.14","X22655","0","14","Rest days during night shift periods"
"7179","X22655.0.15","X22655","0","15","Rest days during night shift periods"
"7180","X22655.0.16","X22655","0","16","Rest days during night shift periods"
"7181","X22660.0.0","X22660","0","0","Gap coding"
"7182","X22660.0.1","X22660","0","1","Gap coding"
"7183","X22660.0.2","X22660","0","2","Gap coding"
"7184","X22660.0.3","X22660","0","3","Gap coding"
"7185","X22660.0.4","X22660","0","4","Gap coding"
"7186","X22660.0.5","X22660","0","5","Gap coding"
"7187","X22660.0.6","X22660","0","6","Gap coding"
"7188","X22660.0.7","X22660","0","7","Gap coding"
"7189","X22660.0.8","X22660","0","8","Gap coding"
"7190","X22660.0.9","X22660","0","9","Gap coding"
"7191","X22660.0.10","X22660","0","10","Gap coding"
"7192","X22660.0.11","X22660","0","11","Gap coding"
"7193","X22660.0.12","X22660","0","12","Gap coding"
"7194","X22660.0.13","X22660","0","13","Gap coding"
"7195","X22660.0.14","X22660","0","14","Gap coding"
"7196","X22660.0.15","X22660","0","15","Gap coding"
"7197","X22660.0.16","X22660","0","16","Gap coding"
"7198","X22660.0.17","X22660","0","17","Gap coding"
"7199","X22660.0.18","X22660","0","18","Gap coding"
"7200","X22660.0.19","X22660","0","19","Gap coding"
"7201","X22660.0.20","X22660","0","20","Gap coding"
"7202","X22660.0.21","X22660","0","21","Gap coding"
"7203","X22660.0.22","X22660","0","22","Gap coding"
"7204","X22660.0.23","X22660","0","23","Gap coding"
"7205","X22660.0.24","X22660","0","24","Gap coding"
"7206","X22660.0.25","X22660","0","25","Gap coding"
"7207","X22660.0.26","X22660","0","26","Gap coding"
"7208","X22660.0.27","X22660","0","27","Gap coding"
"7209","X22660.0.28","X22660","0","28","Gap coding"
"7210","X22660.0.29","X22660","0","29","Gap coding"
"7211","X22660.0.30","X22660","0","30","Gap coding"
"7212","X22660.0.31","X22660","0","31","Gap coding"
"7213","X22660.0.32","X22660","0","32","Gap coding"
"7214","X22661.0.0","X22661","0","0","Number of gap periods"
"7215","X22662.0.0","X22662","0","0","Title for other gap"
"7216","X22662.0.1","X22662","0","1","Title for other gap"
"7217","X22662.0.2","X22662","0","2","Title for other gap"
"7218","X22662.0.3","X22662","0","3","Title for other gap"
"7219","X22662.0.4","X22662","0","4","Title for other gap"
"7220","X22662.0.5","X22662","0","5","Title for other gap"
"7221","X22662.0.6","X22662","0","6","Title for other gap"
"7222","X22662.0.7","X22662","0","7","Title for other gap"
"7223","X22662.0.8","X22662","0","8","Title for other gap"
"7224","X22662.0.9","X22662","0","9","Title for other gap"
"7225","X22662.0.10","X22662","0","10","Title for other gap"
"7226","X22662.0.11","X22662","0","11","Title for other gap"
"7227","X22662.0.12","X22662","0","12","Title for other gap"
"7228","X22662.0.13","X22662","0","13","Title for other gap"
"7229","X22662.0.14","X22662","0","14","Title for other gap"
"7230","X22662.0.15","X22662","0","15","Title for other gap"
"7231","X22662.0.16","X22662","0","16","Title for other gap"
"7232","X22662.0.17","X22662","0","17","Title for other gap"
"7233","X22662.0.18","X22662","0","18","Title for other gap"
"7234","X22663.0.0","X22663","0","0","Year gap started"
"7235","X22663.0.1","X22663","0","1","Year gap started"
"7236","X22663.0.2","X22663","0","2","Year gap started"
"7237","X22663.0.3","X22663","0","3","Year gap started"
"7238","X22663.0.4","X22663","0","4","Year gap started"
"7239","X22663.0.5","X22663","0","5","Year gap started"
"7240","X22663.0.6","X22663","0","6","Year gap started"
"7241","X22663.0.7","X22663","0","7","Year gap started"
"7242","X22663.0.8","X22663","0","8","Year gap started"
"7243","X22663.0.9","X22663","0","9","Year gap started"
"7244","X22663.0.10","X22663","0","10","Year gap started"
"7245","X22663.0.11","X22663","0","11","Year gap started"
"7246","X22663.0.12","X22663","0","12","Year gap started"
"7247","X22663.0.13","X22663","0","13","Year gap started"
"7248","X22663.0.14","X22663","0","14","Year gap started"
"7249","X22663.0.15","X22663","0","15","Year gap started"
"7250","X22663.0.16","X22663","0","16","Year gap started"
"7251","X22663.0.17","X22663","0","17","Year gap started"
"7252","X22663.0.18","X22663","0","18","Year gap started"
"7253","X22663.0.19","X22663","0","19","Year gap started"
"7254","X22663.0.20","X22663","0","20","Year gap started"
"7255","X22663.0.21","X22663","0","21","Year gap started"
"7256","X22663.0.22","X22663","0","22","Year gap started"
"7257","X22663.0.23","X22663","0","23","Year gap started"
"7258","X22663.0.24","X22663","0","24","Year gap started"
"7259","X22663.0.25","X22663","0","25","Year gap started"
"7260","X22663.0.26","X22663","0","26","Year gap started"
"7261","X22663.0.27","X22663","0","27","Year gap started"
"7262","X22663.0.28","X22663","0","28","Year gap started"
"7263","X22663.0.29","X22663","0","29","Year gap started"
"7264","X22663.0.30","X22663","0","30","Year gap started"
"7265","X22663.0.31","X22663","0","31","Year gap started"
"7266","X22663.0.32","X22663","0","32","Year gap started"
"7267","X22664.0.0","X22664","0","0","Year gap ended"
"7268","X22664.0.1","X22664","0","1","Year gap ended"
"7269","X22664.0.2","X22664","0","2","Year gap ended"
"7270","X22664.0.3","X22664","0","3","Year gap ended"
"7271","X22664.0.4","X22664","0","4","Year gap ended"
"7272","X22664.0.5","X22664","0","5","Year gap ended"
"7273","X22664.0.6","X22664","0","6","Year gap ended"
"7274","X22664.0.7","X22664","0","7","Year gap ended"
"7275","X22664.0.8","X22664","0","8","Year gap ended"
"7276","X22664.0.9","X22664","0","9","Year gap ended"
"7277","X22664.0.10","X22664","0","10","Year gap ended"
"7278","X22664.0.11","X22664","0","11","Year gap ended"
"7279","X22664.0.12","X22664","0","12","Year gap ended"
"7280","X22664.0.13","X22664","0","13","Year gap ended"
"7281","X22664.0.14","X22664","0","14","Year gap ended"
"7282","X22664.0.15","X22664","0","15","Year gap ended"
"7283","X22664.0.16","X22664","0","16","Year gap ended"
"7284","X22664.0.17","X22664","0","17","Year gap ended"
"7285","X22664.0.18","X22664","0","18","Year gap ended"
"7286","X22664.0.19","X22664","0","19","Year gap ended"
"7287","X22664.0.20","X22664","0","20","Year gap ended"
"7288","X22664.0.21","X22664","0","21","Year gap ended"
"7289","X22664.0.22","X22664","0","22","Year gap ended"
"7290","X22664.0.23","X22664","0","23","Year gap ended"
"7291","X22664.0.24","X22664","0","24","Year gap ended"
"7292","X22664.0.25","X22664","0","25","Year gap ended"
"7293","X22664.0.26","X22664","0","26","Year gap ended"
"7294","X22664.0.27","X22664","0","27","Year gap ended"
"7295","X22664.0.28","X22664","0","28","Year gap ended"
"7296","X22664.0.29","X22664","0","29","Year gap ended"
"7297","X22664.0.30","X22664","0","30","Year gap ended"
"7298","X22664.0.31","X22664","0","31","Year gap ended"
"7299","X22664.0.32","X22664","0","32","Year gap ended"
"7300","X22670.2.0","X22670","2","0","Minimum carotid IMT (intima-medial thickness) at 120 degrees "
"7301","X22671.2.0","X22671","2","0","Mean carotid IMT (intima-medial thickness) at 120 degrees "
"7302","X22672.2.0","X22672","2","0","Maximum carotid IMT (intima-medial thickness) at 120 degrees "
"7303","X22673.2.0","X22673","2","0","Minimum carotid IMT (intima-medial thickness) at 150 degrees "
"7304","X22674.2.0","X22674","2","0","Mean carotid IMT (intima-medial thickness) at 150 degrees "
"7305","X22675.2.0","X22675","2","0","Maximum carotid IMT (intima-medial thickness) at 150 degrees "
"7306","X22676.2.0","X22676","2","0","Minimum carotid IMT (intima-medial thickness) at 210 degrees "
"7307","X22677.2.0","X22677","2","0","Mean carotid IMT (intima-medial thickness) at 210 degrees "
"7308","X22678.2.0","X22678","2","0","Maximum carotid IMT (intima-medial thickness) at 210 degrees "
"7309","X22679.2.0","X22679","2","0","Minimum carotid IMT (intima-medial thickness) at 240 degrees "
"7310","X22680.2.0","X22680","2","0","Mean carotid IMT (intima-medial thickness) at 240 degrees "
"7311","X22681.2.0","X22681","2","0","Maximum carotid IMT (intima-medial thickness) at 240 degrees "
"7312","X22682.0.0","X22682","0","0","Quality control indicator for IMT at 120 degrees"
"7313","X22683.0.0","X22683","0","0","Quality control indicator for IMT at 150 degrees"
"7314","X22684.0.0","X22684","0","0","Quality control indicator for IMT at 210 degrees"
"7315","X22685.0.0","X22685","0","0","Quality control indicator for IMT at 240 degrees"
"7316","X23098.0.0","X23098","0","0","Weight"
"7317","X23098.1.0","X23098","1","0","Weight"
"7318","X23099.0.0","X23099","0","0","Body fat percentage"
"7319","X23099.1.0","X23099","1","0","Body fat percentage"
"7320","X23100.0.0","X23100","0","0","Whole body fat mass"
"7321","X23100.1.0","X23100","1","0","Whole body fat mass"
"7322","X23101.0.0","X23101","0","0","Whole body fat-free mass"
"7323","X23101.1.0","X23101","1","0","Whole body fat-free mass"
"7324","X23102.0.0","X23102","0","0","Whole body water mass"
"7325","X23102.1.0","X23102","1","0","Whole body water mass"
"7326","X23104.0.0","X23104","0","0","Body mass index (BMI)"
"7327","X23104.1.0","X23104","1","0","Body mass index (BMI)"
"7328","X23105.0.0","X23105","0","0","Basal metabolic rate"
"7329","X23105.1.0","X23105","1","0","Basal metabolic rate"
"7330","X23106.0.0","X23106","0","0","Impedance of whole body"
"7331","X23106.1.0","X23106","1","0","Impedance of whole body"
"7332","X23106.2.0","X23106","2","0","Impedance of whole body"
"7333","X23107.0.0","X23107","0","0","Impedance of leg (right)"
"7334","X23107.1.0","X23107","1","0","Impedance of leg (right)"
"7335","X23107.2.0","X23107","2","0","Impedance of leg (right)"
"7336","X23108.0.0","X23108","0","0","Impedance of leg (left)"
"7337","X23108.1.0","X23108","1","0","Impedance of leg (left)"
"7338","X23108.2.0","X23108","2","0","Impedance of leg (left)"
"7339","X23109.0.0","X23109","0","0","Impedance of arm (right)"
"7340","X23109.1.0","X23109","1","0","Impedance of arm (right)"
"7341","X23109.2.0","X23109","2","0","Impedance of arm (right)"
"7342","X23110.0.0","X23110","0","0","Impedance of arm (left)"
"7343","X23110.1.0","X23110","1","0","Impedance of arm (left)"
"7344","X23110.2.0","X23110","2","0","Impedance of arm (left)"
"7345","X23111.0.0","X23111","0","0","Leg fat percentage (right)"
"7346","X23111.1.0","X23111","1","0","Leg fat percentage (right)"
"7347","X23112.0.0","X23112","0","0","Leg fat mass (right)"
"7348","X23112.1.0","X23112","1","0","Leg fat mass (right)"
"7349","X23113.0.0","X23113","0","0","Leg fat-free mass (right)"
"7350","X23113.1.0","X23113","1","0","Leg fat-free mass (right)"
"7351","X23114.0.0","X23114","0","0","Leg predicted mass (right)"
"7352","X23114.1.0","X23114","1","0","Leg predicted mass (right)"
"7353","X23115.0.0","X23115","0","0","Leg fat percentage (left)"
"7354","X23115.1.0","X23115","1","0","Leg fat percentage (left)"
"7355","X23116.0.0","X23116","0","0","Leg fat mass (left)"
"7356","X23116.1.0","X23116","1","0","Leg fat mass (left)"
"7357","X23117.0.0","X23117","0","0","Leg fat-free mass (left)"
"7358","X23117.1.0","X23117","1","0","Leg fat-free mass (left)"
"7359","X23118.0.0","X23118","0","0","Leg predicted mass (left)"
"7360","X23118.1.0","X23118","1","0","Leg predicted mass (left)"
"7361","X23119.0.0","X23119","0","0","Arm fat percentage (right)"
"7362","X23119.1.0","X23119","1","0","Arm fat percentage (right)"
"7363","X23120.0.0","X23120","0","0","Arm fat mass (right)"
"7364","X23120.1.0","X23120","1","0","Arm fat mass (right)"
"7365","X23121.0.0","X23121","0","0","Arm fat-free mass (right)"
"7366","X23121.1.0","X23121","1","0","Arm fat-free mass (right)"
"7367","X23122.0.0","X23122","0","0","Arm predicted mass (right)"
"7368","X23122.1.0","X23122","1","0","Arm predicted mass (right)"
"7369","X23123.0.0","X23123","0","0","Arm fat percentage (left)"
"7370","X23123.1.0","X23123","1","0","Arm fat percentage (left)"
"7371","X23124.0.0","X23124","0","0","Arm fat mass (left)"
"7372","X23124.1.0","X23124","1","0","Arm fat mass (left)"
"7373","X23125.0.0","X23125","0","0","Arm fat-free mass (left)"
"7374","X23125.1.0","X23125","1","0","Arm fat-free mass (left)"
"7375","X23126.0.0","X23126","0","0","Arm predicted mass (left)"
"7376","X23126.1.0","X23126","1","0","Arm predicted mass (left)"
"7377","X23127.0.0","X23127","0","0","Trunk fat percentage"
"7378","X23127.1.0","X23127","1","0","Trunk fat percentage"
"7379","X23128.0.0","X23128","0","0","Trunk fat mass"
"7380","X23128.1.0","X23128","1","0","Trunk fat mass"
"7381","X23129.0.0","X23129","0","0","Trunk fat-free mass"
"7382","X23129.1.0","X23129","1","0","Trunk fat-free mass"
"7383","X23130.0.0","X23130","0","0","Trunk predicted mass"
"7384","X23130.1.0","X23130","1","0","Trunk predicted mass"
"7385","X23200.2.0","X23200","2","0","L1-L4 area"
"7386","X23201.2.0","X23201","2","0","L1-L4 average height"
"7387","X23202.2.0","X23202","2","0","L1-L4 average width"
"7388","X23203.2.0","X23203","2","0","L1-L4 BMC (bone mineral content)"
"7389","X23204.2.0","X23204","2","0","L1-L4 BMD (bone mineral density)"
"7390","X23205.2.0","X23205","2","0","L1-L4 BMD (bone mineral density) T-score"
"7391","X23206.2.0","X23206","2","0","Femur lower neck BMD (bone mineral density) (right)"
"7392","X23207.0.0","X23207","0","0",NA
"7393","X23208.2.0","X23208","2","0","Femur neck BMD (bone mineral density) (right)"
"7394","X23209.2.0","X23209","2","0","Femur neck BMD (bone mineral density) T-score (right)"
"7395","X23210.2.0","X23210","2","0","Femur shaft BMD (bone mineral density) (right)"
"7396","X23211.0.0","X23211","0","0",NA
"7397","X23212.2.0","X23212","2","0","Femur total BMD (bone mineral density) (right)"
"7398","X23213.2.0","X23213","2","0","Femur total BMD (bone mineral density) T-score (right)"
"7399","X23214.2.0","X23214","2","0","Femur troch BMD (bone mineral density) (right)"
"7400","X23215.2.0","X23215","2","0","Femur troch BMD (bone mineral density) T-score (right)"
"7401","X23216.2.0","X23216","2","0","Femur upper neck BMD (bone mineral density) (right)"
"7402","X23217.2.0","X23217","2","0","Femur upper neck BMD (bone mineral density) T-score (right)"
"7403","X23218.2.0","X23218","2","0","Femur wards BMD (bone mineral density) (right)"
"7404","X23219.2.0","X23219","2","0","Femur wards BMD (bone mineral density) T-score (right)"
"7405","X23220.2.0","X23220","2","0","Arm BMC (bone mineral content) (left)"
"7406","X23221.2.0","X23221","2","0","Arm BMD (bone mineral density) (left)"
"7407","X23222.2.0","X23222","2","0","Arm BMC (bone mineral content) (right)"
"7408","X23223.2.0","X23223","2","0","Arm BMD (bone mineral density) (right)"
"7409","X23224.2.0","X23224","2","0","Arms BMC (bone mineral content)"
"7410","X23225.2.0","X23225","2","0","Arms BMD (bone mineral density)"
"7411","X23226.2.0","X23226","2","0","Head BMD (bone mineral density)"
"7412","X23227.2.0","X23227","2","0","Leg BMD (bone mineral density) (left)"
"7413","X23228.2.0","X23228","2","0","Leg BMC (bone mineral content) (right)"
"7414","X23229.2.0","X23229","2","0","Leg BMD (bone mineral density) (right)"
"7415","X23230.2.0","X23230","2","0","Legs BMC (bone mineral content)"
"7416","X23231.2.0","X23231","2","0","Legs BMD (bone mineral density)"
"7417","X23232.2.0","X23232","2","0","Pelvis BMD (bone mineral density)"
"7418","X23233.2.0","X23233","2","0","Ribs BMD (bone mineral density)"
"7419","X23234.2.0","X23234","2","0","Spine BMD (bone mineral density)"
"7420","X23235.2.0","X23235","2","0","Total BMC (bone mineral content)"
"7421","X23236.2.0","X23236","2","0","Total BMD (bone mineral density)"
"7422","X23237.2.0","X23237","2","0","Total BMD (bone mineral density) (left)"
"7423","X23238.2.0","X23238","2","0","Total BMD (bone mineral density) (right)"
"7424","X23239.2.0","X23239","2","0","Total BMD (bone mineral density) T-score"
"7425","X23240.2.0","X23240","2","0","Trunk BMC (bone mineral content)"
"7426","X23241.2.0","X23241","2","0","Trunk BMD (bone mineral density)"
"7427","X23242.2.0","X23242","2","0","Trunk BMD (bone mineral density) (left)"
"7428","X23243.2.0","X23243","2","0","Trunk BMD (bone mineral density) (right)"
"7429","X23244.2.0","X23244","2","0","Android bone mass"
"7430","X23245.2.0","X23245","2","0","Android fat mass"
"7431","X23246.2.0","X23246","2","0","Android lean mass"
"7432","X23247.2.0","X23247","2","0","Android tissue fat percentage"
"7433","X23248.2.0","X23248","2","0","Android total mass"
"7434","X23249.2.0","X23249","2","0","Arm fat mass (left)"
"7435","X23250.2.0","X23250","2","0","Arm lean mass (left)"
"7436","X23251.2.0","X23251","2","0","Arm tissue fat percentage (left)"
"7437","X23252.2.0","X23252","2","0","Arm total mass (left)"
"7438","X23253.2.0","X23253","2","0","Arm fat mass (right)"
"7439","X23254.2.0","X23254","2","0","Arm lean mass (right)"
"7440","X23255.2.0","X23255","2","0","Arm tissue fat percentage (right)"
"7441","X23256.2.0","X23256","2","0","Arm total mass (right)"
"7442","X23257.2.0","X23257","2","0","Arms fat mass"
"7443","X23258.2.0","X23258","2","0","Arms lean mass"
"7444","X23259.2.0","X23259","2","0","Arms tissue fat percentage"
"7445","X23260.2.0","X23260","2","0","Arms total mass"
"7446","X23261.2.0","X23261","2","0","Gynoid bone mass"
"7447","X23262.2.0","X23262","2","0","Gynoid fat mass"
"7448","X23263.2.0","X23263","2","0","Gynoid lean mass"
"7449","X23264.2.0","X23264","2","0","Gynoid tissue fat percentage"
"7450","X23265.2.0","X23265","2","0","Gynoid total mass"
"7451","X23266.2.0","X23266","2","0","Leg fat mass (left)"
"7452","X23267.2.0","X23267","2","0","Leg lean mass (left)"
"7453","X23268.2.0","X23268","2","0","Leg tissue fat percentage (left)"
"7454","X23269.2.0","X23269","2","0","Leg total mass (left)"
"7455","X23270.2.0","X23270","2","0","Leg fat mass (right)"
"7456","X23271.2.0","X23271","2","0","Leg lean mass (right)"
"7457","X23272.2.0","X23272","2","0","Leg tissue fat percentage (right)"
"7458","X23273.2.0","X23273","2","0","Leg total mass (right)"
"7459","X23274.2.0","X23274","2","0","Legs fat mass"
"7460","X23275.2.0","X23275","2","0","Legs lean mass"
"7461","X23276.2.0","X23276","2","0","Legs tissue fat percentage"
"7462","X23277.2.0","X23277","2","0","Legs total mass"
"7463","X23278.2.0","X23278","2","0","Total fat mass"
"7464","X23279.2.0","X23279","2","0","Total fat-free mass"
"7465","X23280.2.0","X23280","2","0","Total lean mass"
"7466","X23281.2.0","X23281","2","0","Total tissue fat percentage"
"7467","X23282.2.0","X23282","2","0","Total tissue mass"
"7468","X23283.2.0","X23283","2","0","Total mass"
"7469","X23284.2.0","X23284","2","0","Trunk fat mass"
"7470","X23285.2.0","X23285","2","0","Trunk lean mass"
"7471","X23286.2.0","X23286","2","0","Trunk tissue fat percentage"
"7472","X23287.2.0","X23287","2","0","Trunk total mass"
"7473","X23288.2.0","X23288","2","0","VAT (visceral adipose tissue) mass"
"7474","X23289.2.0","X23289","2","0","VAT (visceral adipose tissue) volume"
"7475","X23290.2.0","X23290","2","0","Femur shaft BMD (bone mineral density) (left)"
"7476","X23291.2.0","X23291","2","0","Femur total BMD (bone mineral density) (left)"
"7477","X23292.2.0","X23292","2","0","Femur upper neck BMD (bone mineral density) (left)"
"7478","X23293.2.0","X23293","2","0","Femur total BMD (bone mineral density) T-score (left)"
"7479","X23294.0.0","X23294","0","0",NA
"7480","X23295.2.0","X23295","2","0","Femur troch BMD (bone mineral density) (left)"
"7481","X23296.2.0","X23296","2","0","Femur upper neck BMD (bone mineral density) T-score (left)"
"7482","X23297.2.0","X23297","2","0","Femur wards BMD (bone mineral density) (left)"
"7483","X23298.2.0","X23298","2","0","Femur troch BMD (bone mineral density) T-score (left)"
"7484","X23299.2.0","X23299","2","0","Femur neck BMD (bone mineral density) (left)"
"7485","X23300.2.0","X23300","2","0","Femur neck BMD (bone mineral density) T-score (left)"
"7486","X23301.2.0","X23301","2","0","Femur wards BMD (bone mineral density) T-score (left)"
"7487","X23302.2.0","X23302","2","0","Femur lower neck BMD (bone mineral density) (left)"
"7488","X23303.0.0","X23303","0","0",NA
"7489","X23304.2.0","X23304","2","0","Trunk bone area"
"7490","X23305.2.0","X23305","2","0","Head bone area"
"7491","X23306.2.0","X23306","2","0","Head BMC (bone mineral content)"
"7492","X23307.2.0","X23307","2","0","Pelvis bone area"
"7493","X23308.2.0","X23308","2","0","Pelvis BMC (bone mineral content)"
"7494","X23309.2.0","X23309","2","0","Ribs bone area"
"7495","X23311.2.0","X23311","2","0","Spine bone area"
"7496","X23312.2.0","X23312","2","0","Spine BMC (bone mineral content)"
"7497","X23313.2.0","X23313","2","0","Arm bone area (left)"
"7498","X23314.2.0","X23314","2","0","Arm bone area (right)"
"7499","X23315.2.0","X23315","2","0","Leg bone area (left)"
"7500","X23316.2.0","X23316","2","0","Leg bone area (right)"
"7501","X23317.2.0","X23317","2","0","Arms combined bone area"
"7502","X23318.2.0","X23318","2","0","Legs combined bone area"
"7503","X23320.2.0","X23320","2","0","Leg BMC (bone mineral content) (left)"
"7504","X24003.0.0","X24003","0","0","Nitrogen dioxide air pollution; 2010"
"7505","X24004.0.0","X24004","0","0","Nitrogen oxides air pollution; 2010"
"7506","X24005.0.0","X24005","0","0","Particulate matter air pollution (pm10); 2010"
"7507","X24006.0.0","X24006","0","0","Particulate matter air pollution (pm2.5); 2010"
"7508","X24007.0.0","X24007","0","0","Particulate matter air pollution (pm2.5) absorbance; 2010"
"7509","X24008.0.0","X24008","0","0","Particulate matter air pollution 2.5-10um; 2010"
"7510","X24009.0.0","X24009","0","0","Traffic intensity on the nearest road"
"7511","X24010.0.0","X24010","0","0","Inverse distance to the nearest road"
"7512","X24011.0.0","X24011","0","0","Traffic intensity on the nearest major road"
"7513","X24012.0.0","X24012","0","0","Inverse distance to the nearest major road"
"7514","X24013.0.0","X24013","0","0","Total traffic load on major roads"
"7515","X24014.0.0","X24014","0","0","Close to major road"
"7516","X24015.0.0","X24015","0","0","Sum of road length of major roads within 100m"
"7517","X24016.0.0","X24016","0","0","Nitrogen dioxide air pollution; 2005"
"7518","X24017.0.0","X24017","0","0","Nitrogen dioxide air pollution; 2006"
"7519","X24018.0.0","X24018","0","0","Nitrogen dioxide air pollution; 2007"
"7520","X24019.0.0","X24019","0","0","Particulate matter air pollution (pm10); 2007"
"7521","X24020.0.0","X24020","0","0","Average daytime sound level of noise pollution"
"7522","X24021.0.0","X24021","0","0","Average evening sound level of noise pollution"
"7523","X24022.0.0","X24022","0","0","Average night-time sound level of noise pollution"
"7524","X24023.0.0","X24023","0","0","Average 16-hour sound level of noise pollution"
"7525","X24024.0.0","X24024","0","0","Average 24-hour sound level of noise pollution"
"7526","X24025.0.0","X24025","0","0",NA
"7527","X25000.2.0","X25000","2","0","Volumetric scaling from T1 head image to standard space"
"7528","X25001.2.0","X25001","2","0","Volume of peripheral cortical grey matter (normalised for head size)"
"7529","X25002.2.0","X25002","2","0","Volume of peripheral cortical grey matter"
"7530","X25003.2.0","X25003","2","0","Volume of ventricular cerebrospinal fluid (normalised for head size)"
"7531","X25004.2.0","X25004","2","0","Volume of ventricular cerebrospinal fluid"
"7532","X25005.2.0","X25005","2","0","Volume of grey matter (normalised for head size)"
"7533","X25006.2.0","X25006","2","0","Volume of grey matter"
"7534","X25007.2.0","X25007","2","0","Volume of white matter (normalised for head size)"
"7535","X25008.2.0","X25008","2","0","Volume of white matter"
"7536","X25009.2.0","X25009","2","0","Volume of brain, grey+white matter (normalised for head size)"
"7537","X25010.2.0","X25010","2","0","Volume of brain, grey+white matter"
"7538","X25011.2.0","X25011","2","0","Volume of thalamus (left)"
"7539","X25012.2.0","X25012","2","0","Volume of thalamus (right)"
"7540","X25013.2.0","X25013","2","0","Volume of caudate (left)"
"7541","X25014.2.0","X25014","2","0","Volume of caudate (right)"
"7542","X25015.2.0","X25015","2","0","Volume of putamen (left)"
"7543","X25016.2.0","X25016","2","0","Volume of putamen (right)"
"7544","X25017.2.0","X25017","2","0","Volume of pallidum (left)"
"7545","X25018.2.0","X25018","2","0","Volume of pallidum (right)"
"7546","X25019.2.0","X25019","2","0","Volume of hippocampus (left)"
"7547","X25020.2.0","X25020","2","0","Volume of hippocampus (right)"
"7548","X25021.2.0","X25021","2","0","Volume of amygdala (left)"
"7549","X25022.2.0","X25022","2","0","Volume of amygdala (right)"
"7550","X25023.2.0","X25023","2","0","Volume of accumbens (left)"
"7551","X25024.2.0","X25024","2","0","Volume of accumbens (right)"
"7552","X25025.2.0","X25025","2","0","Volume of brain stem + 4th ventricle"
"7553","X25026.2.0","X25026","2","0","Median T2star in thalamus (left)"
"7554","X25027.2.0","X25027","2","0","Median T2star in thalamus (right)"
"7555","X25028.2.0","X25028","2","0","Median T2star in caudate (left)"
"7556","X25029.2.0","X25029","2","0","Median T2star in caudate (right)"
"7557","X25030.2.0","X25030","2","0","Median T2star in putamen (left)"
"7558","X25031.2.0","X25031","2","0","Median T2star in putamen (right)"
"7559","X25032.2.0","X25032","2","0","Median T2star in pallidum (left)"
"7560","X25033.2.0","X25033","2","0","Median T2star in pallidum (right)"
"7561","X25034.2.0","X25034","2","0","Median T2star in hippocampus (left)"
"7562","X25035.2.0","X25035","2","0","Median T2star in hippocampus (right)"
"7563","X25036.2.0","X25036","2","0","Median T2star in amygdala (left)"
"7564","X25037.2.0","X25037","2","0","Median T2star in amygdala (right)"
"7565","X25038.2.0","X25038","2","0","Median T2star in accumbens (left)"
"7566","X25039.2.0","X25039","2","0","Median T2star in accumbens (right)"
"7567","X25040.2.0","X25040","2","0","Median BOLD effect (in group-defined mask) for shapes activation"
"7568","X25042.2.0","X25042","2","0","Median z-statistic (in group-defined mask) for shapes activation"
"7569","X25044.2.0","X25044","2","0","Median BOLD effect (in group-defined mask) for faces activation"
"7570","X25046.2.0","X25046","2","0","Median z-statistic (in group-defined mask) for faces activation"
"7571","X25048.2.0","X25048","2","0","Median BOLD effect (in group-defined mask) for faces-shapes contrast"
"7572","X25050.2.0","X25050","2","0","Median z-statistic (in group-defined mask) for faces-shapes contrast"
"7573","X25052.2.0","X25052","2","0","Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast"
"7574","X25054.2.0","X25054","2","0","Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast"
"7575","X25731.2.0","X25731","2","0","Discrepancy between T1 brain image and standard-space brain template (linearly-aligned)"
"7576","X25732.2.0","X25732","2","0","Discrepancy between T1 brain image and standard-space brain template (nonlinearly-aligned)"
"7577","X25733.2.0","X25733","2","0","Amount of warping applied to non-linearly align T1 brain image to standard-space"
"7578","X25734.2.0","X25734","2","0","Inverted signal-to-noise ratio in T1"
"7579","X25735.2.0","X25735","2","0","Inverted contrast-to-noise ratio in T1"
"7580","X25736.2.0","X25736","2","0","Discrepancy between T2 FLAIR brain image and T1 brain image"
"7581","X25737.2.0","X25737","2","0","Discrepancy between dMRI brain image and T1 brain image"
"7582","X25738.2.0","X25738","2","0","Discrepancy between SWI brain image and T1 brain image"
"7583","X25739.2.0","X25739","2","0","Discrepancy between rfMRI brain image and T1 brain image"
"7584","X25740.2.0","X25740","2","0","Discrepancy between tfMRI brain image and T1 brain image"
