Homo sapiens,Drosophila Melanogaster,Relations,ID
93436,37084,01:01,924985
284439,DROME15960,01:01,769022
8625,34326,01:01,594887
126382,5740468,01:01,860996
23383,41830,01:01,918531
51079,31578,01:01,
57130,34546,01:01,712676
284443,43069,n:1,
7757,43070,n:1,607707
100287226,43070,n:1,
7652,43069,n:1,
7644,43070,n:1,
7386,44390,01:01,763180
10775,38889,01:01,536650
83636,40976,1:m,
83636,31119,1:m,889246
9141,39776,01:01,952457
390916,35231,01:01,936670
HUMAN15220,40512,01:01,918594
11136,32397,01:01,834231
85415,32531,n:1,
55094,39535,01:01,881643
5184,47769,01:01,792329
64377,38249,01:01,
79047,DROME07585,n:1,
26065,39430,01:01,
HUMAN15244,35886,01:01,818913
84306,41540,01:01,
10054,44496,01:01,919265
10430,34965,01:01,588387
1340,32989,01:01,849870
55851,251430,01:01,589285
126393,37744,n:1,
4868,44097,1:m,596702
4868,44129,1:m,
84063,31290,n:1,
84964,34443,01:01,571659
5438,41741,01:01,953237
1155,37244,01:01,920074
1346,50002,01:01,
199704,41404,n:1,
92285,41404,n:1,
148266,34706,n:1,
5714,39845,01:01,902723
147965,43132,n:1,
6261,49090,n:1,
27335,37475,01:01,854563
81,31166,n:1,
3960,33162,n:m,
3960,33163,n:m,
1891,33016,01:01,954554
3191,37254,n:1,
HUMAN15479,DROME15932,01:01,745091
54938,318604,n:1,
HUMAN15486,318604,n:1,932603
6183,31228,01:01,897989
390928,32019,01:01,
9535,34963,n:1,
54623,40593,01:01,837047
HUMAN15507,45881,01:01,934812
6217,37580,01:01,863056
6829,53442,01:01,593758
2091,37662,01:01,940494
HUMAN15537,39529,01:01,607718
5704,32047,01:01,593662
339327,41404,n:1,600405
163131,34292,01:01,
HUMAN15552,DROME15210,n:1,
23646,35384,01:01,943485
645,41197,01:01,
92799,41207,n:1,
8425,43872,01:01,
79934,32239,n:1,
6626,31442,01:01,708068
53916,36992,n:1,564966
7040,33474,01:01,
90324,34139,01:01,924804
HUMAN15599,41149,n:1,953421
80776,10178891,01:01,825495
56915,41270,01:01,939509
HUMAN15608,41149,n:1,
6223,32635,01:01,914838
10567,36035,01:01,576331
HUMAN15637,48971,n:1,712684
5050,32529,n:1,
1954,34099,01:01,598172
3991,37289,01:01,787361
HUMAN15691,36233,01:01,727914
7515,31451,01:01,954126
10452,35553,n:m,
10452,44978,n:m,903815
1209,33628,01:01,916850
11129,42937,01:01,594586
2068,37414,01:01,818947
147699,38071,01:01,
80207,42827,1:m,918151
80207,19836181,1:m,
6633,40781,01:01,837749
81492,37831,n:1,
8189,40709,01:01,955757
26145,32205,n:1,935844
4858,44258,n:1,
8993,35859,1:m,741230
8993,35859,1:m,
5536,49779,01:01,915380
805,36329,n:1,593697
HUMAN15858,42203,n:1,
79147,37375,01:01,892967
1175,42525,01:01,932981
2909,32743,n:1,
4861,41612,01:01,
10055,41532,01:01,702203
9704,32933,01:01,938770
6543,42481,n:1,
8775,40233,n:1,
29997,31810,01:01,537271
6822,37743,n:1,
3978,37791,01:01,808167
83743,46662,01:01,537037
3770,42742,n:m,
3770,42770,n:m,
HUMAN15928,35425,n:1,916782
HUMAN15937,38794,01:01,960173
770,31687,n:m,
770,31915,n:m,704808
HUMAN15950,32297,n:1,
27294,33421,01:01,815820
2997,41823,n:1,955562
10856,40092,01:01,957904
6625,33982,01:01,594313
57030,33427,n:1,
HUMAN16018,40687,01:01,
6205,36321,01:01,955492
51070,32819,01:01,900071
3276,41295,n:1,
160,33211,n:1,537126
80199,34166,01:01,896212
81857,42385,01:01,595461
53635,42883,01:01,841857
11284,40994,01:01,540188
23636,36830,01:01,594206
5424,39746,01:01,838166
284361,40396,01:01,
126119,31560,n:1,752402
93650,48445,n:1,
90353,35920,01:01,909616
402665,33793,n:m,
402665,7354433,n:m,
402665,33925,n:m,597298
402665,DROME13412,n:m,
402665,43417,n:m,
147645,43300,01:01,
2109,43515,01:01,818849
5518,2768940,n:1,
388558,43069,n:1,605529
342926,31977,01:01,
91664,43069,n:1,
26121,39655,01:01,882950
79165,41261,01:01,594760
79143,33900,01:01,570970
6203,39108,01:01,925608
57348,31071,n:m,848569
57348,33109,n:m,
7137,32794,n:1,598122
352909,37125,01:01,891133
5794,32115,n:1,
255043,43492,n:1,550768
HUMAN16346,39732,n:1,
6158,38397,01:01,928294
HUMAN16361,32751,01:01,594479
11338,32602,01:01,593960
342933,42143,01:01,
147949,246618,01:01,
6399,39769,n:1,
HUMAN16533,32700,01:01,958166
84878,48317,n:1,
27243,43164,01:01,861119
9040,38916,01:01,593836
52,3772179,01:01,584949
129787,246418,01:01,933084
54221,36848,n:1,882491
7260,39426,01:01,537040
55256,326189,01:01,
246243,35746,01:01,
6201,43594,01:01,
57498,37433,01:01,595056
129642,36045,n:1,
8853,35783,n:1,
51692,42240,01:01,943560
6868,43558,01:01,752447
6241,36280,01:01,939223
3241,40186,n:1,
4953,35766,n:m,891488
4953,35767,n:m,
79954,34839,01:01,960221
10130,34976,01:01,859533
130814,38517,01:01,940264
9475,43916,n:1,598432
23175,35790,n:1,
1653,40457,01:01,822320
81553,39206,n:1,779099
79677,42876,01:01,593764
57539,38219,01:01,537306
HUMAN16665,38150,01:01,919154
51639,38720,01:01,902824
50618,35378,n:1,
391356,42014,01:01,793702
109,35419,01:01,596746
22979,35865,n:1,
1838,36362,n:1,849943
3797,39332,n:1,596974
10890,33025,01:01,564955
3030,DROME01816,01:01,954547
3032,37784,01:01,949336
85465,34063,1:m,730726
85465,326259,1:m,
92749,31736,01:01,540584
9381,39016,n:1,
3777,41125,n:m,
3777,41671,n:m,824166
54978,41450,01:01,
54867,34514,01:01,945676
3795,39280,1:m,862883
3795,40204,1:m,
84696,35930,n:1,
10113,33862,01:01,912805
8884,37294,n:m,
8884,326229,n:m,
HUMAN16752,43831,01:01,945803
8890,37706,01:01,953930
9784,34354,01:01,917203
5496,35492,01:01,594605
29959,40710,n:1,598390
26160,38282,01:01,929308
HUMAN16776,31043,01:01,892839
22950,42244,01:01,881656
9553,50381,01:01,
64080,31007,01:01,862871
5500,44289,01:01,915384
23160,35885,01:01,862616
238,53425,01:01,595847
51646,32295,01:01,838433
30845,41569,n:1,709566
7498,41605,01:01,839740
HUMAN16819,41601,01:01,927902
6683,42846,01:01,594517
57448,41260,01:01,917026
55622,39998,01:01,911655
25940,43132,n:1,
9637,31179,01:01,903455
6801,34096,n:1,
54497,40950,n:1,902922
HUMAN16845,40871,01:01,937161
10153,39240,01:01,536409
55471,41349,01:01,844838
23683,42203,n:1,
25797,40270,01:01,530019
64225,42934,n:1,
92906,37254,n:1,
130589,38697,1:m,
130589,261603,1:m,837554
90957,32021,01:01,938769
6654,34790,n:1,
344387,33798,n:1,
8491,37203,n:1,
6546,42481,n:1,903541
51626,34262,01:01,917022
64240,42976,01:01,
10128,35100,01:01,597872
5495,43481,n:1,594603
6519,34597,1:m,
6519,34598,1:m,
6519,35824,1:m,
6519,35825,1:m,
6519,35826,1:m,
6519,35828,1:m,
6519,246565,1:m,
6519,35830,1:m,796804
79823,35309,01:01,915034
55133,42669,01:01,593539
5581,43428,01:01,594242
90423,40679,n:1,
9419,34306,01:01,807195
57217,48387,n:1,
HUMAN16941,36329,n:1,
4436,34842,01:01,959209
56660,42222,01:01,
2956,39654,01:01,959208
80204,41209,01:01,595023
3973,42133,n:1,596530
2492,42133,n:1,
9378,42646,n:1,
27248,34619,01:01,878572
98,5740441,n:m,
98,34807,n:m,
98,36556,n:m,940538
98,41910,n:m,
HUMAN16986,32746,n:1,595665
6233,34420,01:01,845617
4528,43382,01:01,594043
112942,41676,01:01,
57223,41675,n:1,
87178,43710,01:01,961898
64895,49636,n:1,724291
150962,33178,01:01,927967
5194,36462,01:01,888500
9736,42935,01:01,903182
7514,34167,01:01,536950
10575,34674,01:01,584364
10678,246409,01:01,
23301,36912,01:01,594300
4190,34414,01:01,936149
HUMAN17041,39065,01:01,928928
51542,47942,01:01,
57162,42821,n:1,923929
5861,42524,n:1,564952
10097,32623,01:01,550398
HUMAN17055,36643,n:1,598530
116143,39997,01:01,939718
56902,33033,01:01,949494
HUMAN17067,46456,1:m,593729
HUMAN17067,44317,1:m,
2673,DROME12880,n:m,
2673,43373,n:m,
27247,2768875,1:m,840696
27247,2768875,1:m,
27247,2768875,1:m,
64395,35864,01:01,937032
11017,47457,01:01,
5093,40436,n:1,596541
7072,42848,n:1,
6637,32636,01:01,885380
119,37230,n:1,
HUMAN17117,37697,n:1,
113419,37697,n:1,813708
HUMAN17121,41863,01:01,865643
10199,34184,01:01,594014
400961,41591,n:1,
56603,41486,01:01,
23233,42499,n:1,960229
6697,31781,01:01,
10322,42517,01:01,862503
84279,37647,01:01,924997
10574,41054,01:01,584368
8446,36253,01:01,
10617,43617,n:1,922149
55233,42634,n:1,
10797,47895,n:1,958556
1639,39536,01:01,593951
7841,32073,01:01,724548
27429,41756,01:01,
9801,41028,01:01,952541
1496,40517,n:1,917595
8802,38447,01:01,960361
1768,32785,01:01,574258
4144,48552,n:1,953280
2677,38194,01:01,890824
51255,42230,01:01,
10713,32881,01:01,555913
25885,36617,01:01,956666
55037,36466,01:01,943699
10989,42587,01:01,596011
100526767,40542,01:01,861120
64795,37382,n:1,952432
9451,40653,01:01,914494
22934,246599,01:01,951754
150483,34934,01:01,909710
64969,3355089,01:01,
150696,DROME09107,n:1,
51011,42589,n:1,924570
150763,43350,n:1,
151,42258,n:1,599130
9391,36655,01:01,593990
23020,39737,01:01,909288
23397,35287,01:01,
81562,42872,n:1,
26504,5740320,01:01,
51239,326173,01:01,596527
151313,42589,n:1,
1329,33918,01:01,
10120,41566,n:1,
23505,36761,01:01,539030
HUMAN17388,36806,n:1,
3631,2768892,n:1,
493753,50224,01:01,902330
25972,41029,01:01,886055
11320,39608,n:1,
51601,36795,01:01,774916
129531,246591,1:m,872151
129531,38470,1:m,
10190,41305,01:01,935614
9669,44261,01:01,593813
79031,39364,01:01,915321
4862,38065,01:01,
6160,35988,01:01,925993
11138,40361,n:1,
HUMAN17431,44030,n:1,
5455,32027,01:01,
64965,40932,01:01,923085
8440,DROME00180,n:1,293704
80146,38911,01:01,593749
60482,42245,01:01,926620
3987,40999,n:1,596628
5903,43041,01:01,955259
344558,36990,n:1,596888
100288695,40999,n:1,
100288695,40999,n:1,
64682,32473,01:01,574816
84172,33210,01:01,959351
6574,39255,n:1,821924
80255,36725,01:01,857769
10096,38898,n:1,550399
8886,42595,01:01,593711
54520,36808,01:01,800223
1622,34111,1:m,812236
1622,38784,1:m,
80775,3346177,01:01,932953
5775,38059,n:1,291829
79134,32908,n:1,
23332,43901,n:1,873722
7247,36110,01:01,939417
129684,39387,n:1,596370
274,36383,n:1,
339761,40037,01:01,
2071,39202,01:01,952847
55679,40999,n:1,
5433,14462484,01:01,851259
56886,40055,n:1,742995
9394,42380,01:01,923638
55627,41436,01:01,932594
112714,40848,n:m,
112714,40904,n:m,
92856,43009,01:01,940802
113457,40848,n:m,
113457,40904,n:m,
22930,33338,01:01,
23190,38886,01:01,829457
4175,31603,01:01,860077
1615,36420,01:01,913143
339745,DROME14817,n:1,
53353,35799,n:1,
79712,32542,01:01,914161
92,41772,n:1,
5000,37970,01:01,
3800,36810,n:1,594783
26225,38931,n:1,
785,34557,n:1,815092
114793,39561,n:1,597572
55660,33513,n:1,593947
114805,326151,n:1,
2820,47611,01:01,942581
151531,37644,n:m,
151531,43240,n:m,872025
10213,33738,01:01,950923
57282,34005,n:1,
1803,44297,n:1,
2191,44297,n:1,861653
HUMAN17806,35911,01:01,593878
6335,32619,n:1,
8708,246408,01:01,
27347,44233,n:1,595276
253782,50392,n:1,824302
57818,33476,n:1,
8647,DROME05707,n:1,
4036,8674055,01:01,599050
HUMAN17832,40600,01:01,924977
493911,32967,n:1,738008
6741,35305,01:01,
HUMAN17846,40096,01:01,929347
130507,31713,01:01,914002
2571,38484,n:1,910182
79901,DROME08945,01:01,952722
1781,43984,n:m,
1781,2768883,n:m,
1781,318231,n:m,
1781,44160,n:m,925865
8604,43616,n:1,769025
8520,40716,01:01,899496
254042,34428,01:01,958241
HUMAN17875,32275,n:1,
5163,35970,n:1,
11069,35588,01:01,805123
HUMAN17882,31914,01:01,957444
9541,40062,01:01,
79634,40851,n:1,850199
151556,39965,01:01,889927
1123,31473,n:1,598973
80856,35842,01:01,779051
10651,40178,01:01,927023
220988,48535,n:m,
220988,43385,n:m,595181
8540,36669,01:01,940825
150737,34702,n:1,
92104,34702,n:1,
129831,38526,01:01,939366
10477,34487,n:1,594416
5136,34594,n:1,761084
10787,40462,01:01,776001
142679,4379907,01:01,
129401,32851,01:01,950146
55854,35850,01:01,923626
10203,36475,01:01,594545
54529,3355138,01:01,
64172,32982,01:01,886380
94101,40404,n:1,
3628,41701,01:01,912670
54842,36634,01:01,596798
2744,36396,n:1,
56171,35061,01:01,574252
9330,36921,01:01,919377
80055,31487,01:01,950917
23451,33235,01:01,574991
3329,33796,1:m,
3329,32045,1:m,584363
3336,39476,01:01,953393
100529241,35576,01:01,868649
92935,41733,01:01,947865
79568,37996,01:01,946676
9689,40680,n:1,
HUMAN18055,36108,01:01,593773
60491,34970,01:01,
4999,41703,01:01,874252
66008,DROME01335,n:1,
55437,3355135,01:01,598861
57679,40410,01:01,
8324,45307,n:1,
51602,33966,01:01,882951
55759,34488,01:01,952345
65065,38505,n:1,905186
10152,41718,n:1,
4719,31762,01:01,833518
1933,45249,01:01,915221
7855,40090,n:1,852862
3417,DROME10125,01:01,936829
200576,37033,01:01,775963
285175,43324,01:01,942232
6120,35692,n:1,956933
4632,31474,n:1,
2066,37455,n:1,
HUMAN18162,35770,01:01,596577
26154,318066,01:01,596818
471,42973,01:01,819020
7520,34930,01:01,
6168,44783,01:01,951378
10109,35311,01:01,816693
14,39624,01:01,593969
HUMAN18215,39748,01:01,
9125,32966,01:01,773757
7701,34701,01:01,
617,34360,01:01,593678
80326,34011,n:1,938303
3549,42737,n:1,
10058,41925,01:01,594896
79065,36821,01:01,738890
79411,33839,n:m,929021
79411,41457,n:m,
HUMAN18256,40872,01:01,593884
3300,36797,n:1,
HUMAN18275,36730,01:01,593808
HUMAN18277,37566,n:m,
HUMAN18277,43485,n:m,
HUMAN18277,318213,n:m,
79586,32259,n:1,
130612,32988,01:01,714643
23363,36753,01:01,
HUMAN18288,39147,n:1,558174
2043,43803,n:1,
10056,42888,01:01,914444
2181,DROME04636,n:1,593745
57590,34425,n:1,931131
65080,40656,01:01,956927
8452,34896,01:01,539578
55619,34030,n:1,
56947,246596,01:01,
3267,DROME00184,01:01,
80704,34679,n:m,884931
80704,41307,n:m,
80704,41308,n:m,
164781,43482,01:01,594209
51719,39858,n:1,
5707,43449,01:01,960436
10316,41713,n:1,
5147,34196,01:01,929708
64708,35816,n:1,811190
251,42482,01:01,
9470,326255,01:01,933368
80303,35158,n:1,
HUMAN18389,43842,01:01,595113
55054,DROME17789,01:01,
8527,5740362,n:1,860860
54576,53583,n:m,
54576,53507,n:m,
54576,53502,n:m,
54576,42538,n:m,
54575,53583,n:m,
54575,53507,n:m,
54575,53502,n:m,
54575,42538,n:m,
54600,53583,n:m,
54600,53507,n:m,
54600,53502,n:m,
54600,42538,n:m,
54577,53583,n:m,
54577,53507,n:m,
54577,53502,n:m,
54577,42538,n:m,
54578,53583,n:m,
54578,53507,n:m,
54578,53502,n:m,
54578,42538,n:m,
54579,53583,n:m,
54579,53507,n:m,
54579,53502,n:m,
54579,42538,n:m,
54657,53583,n:m,
54657,53507,n:m,
54657,53502,n:m,
54657,42538,n:m,
54659,53583,n:m,
54659,53507,n:m,
54659,53502,n:m,
54659,42538,n:m,
54658,53583,n:m,
54658,53507,n:m,
54658,53502,n:m,
54658,42538,n:m,
HUMAN18420,53436,n:1,
116987,34803,n:1,730853
79781,41154,n:1,919886
10920,49077,01:01,
55502,43156,01:01,
26146,41739,01:01,594889
9759,32278,n:1,941574
HUMAN18486,37057,01:01,
653437,36456,n:1,
HUMAN18498,36456,n:1,934908
547,36876,n:1,
189,31587,01:01,949639
130916,33422,01:01,931823
5510,42091,01:01,593901
3069,37116,01:01,952648
4735,33114,01:01,589425
23192,33283,n:1,922659
1841,37062,01:01,903691
84289,34752,n:1,594221
728294,31184,01:01,
1457,48448,n:1,593798
140809,DROME21412,01:01,840937
113278,43756,01:01,886537
9491,36277,01:01,935213
2280,37214,01:01,897523
55968,35674,01:01,775926
6628,34426,n:1,593852
10528,42633,01:01,882949
3420,42586,01:01,936830
64601,41107,01:01,884067
64949,40001,01:01,953273
22888,43611,01:01,945136
3704,33718,01:01,951263
8455,43315,n:1,933100
54976,38964,01:01,893406
80025,46234,n:1,926551
9962,41259,n:1,
5111,37290,01:01,943299
8760,43950,n:1,
56261,33597,01:01,742565
51605,33920,01:01,953357
54675,43104,01:01,
55612,38488,n:m,
55612,39907,n:m,922711
54363,3771779,01:01,901912
23236,33204,n:1,857408
5332,31376,01:01,857385
6616,3355084,1:m,795841
6616,41193,1:m,
182,43275,n:1,602241
22903,42089,n:1,779424
55304,34910,n:1,
55617,39757,01:01,
51575,31083,01:01,593801
79133,36552,01:01,740757
5126,43215,01:01,594520
11034,37841,01:01,836182
27131,34126,n:1,
HUMAN18729,35113,01:01,543706
10621,42619,01:01,919509
10483,40694,n:1,
92675,41371,01:01,
140856,32335,01:01,
51126,32962,01:01,948291
51340,31208,01:01,593641
26074,246522,1:m,756736
26074,37610,1:m,
57186,43242,n:1,
22803,33964,01:01,827648
29107,37769,n:1,
64412,44505,n:1,
63908,40233,n:1,960739
57136,43424,01:01,
955,33495,n:1,
5834,33386,n:1,
26090,37200,01:01,788408
9837,38136,01:01,932017
81502,33227,01:01,891596
84701,35279,n:m,
84701,DROME03969,n:m,
81572,36034,01:01,901848
9777,34778,01:01,576480
23509,36564,01:01,926483
9371,39332,n:1,
22919,35584,01:01,
388795,26067056,01:01,598893
51654,41271,01:01,940989
9139,37886,n:1,
128866,35933,01:01,
8894,39433,01:01,938598
191,32471,01:01,957170
128869,34185,01:01,593772
23054,33761,01:01,
55902,40348,01:01,593563
2937,32775,1:m,951226
2937,32775,1:m,
57644,35007,n:1,
3692,37776,01:01,936415
55245,38758,01:01,932886
11190,42860,n:m,
11190,31350,n:m,
HUMAN18913,39657,01:01,791333
9054,34613,01:01,901228
140823,39656,01:01,884966
9584,33989,n:1,593918
140894,41299,01:01,
25980,42189,01:01,725065
10398,31554,n:1,594108
57446,DROME07572,n:1,
5933,31027,n:1,853649
6185,37029,01:01,707608
10904,38628,01:01,871180
HUMAN18973,41068,01:01,896410
9675,41189,01:01,917211
58490,38283,n:1,918548
57148,31953,01:01,717216
140679,36574,01:01,594306
79913,42173,01:01,825333
60625,33680,01:01,938763
7150,32458,01:01,899445
5335,32601,n:1,
64900,35790,n:1,
6431,41670,01:01,596121
51098,DROME01202,01:01,929789
78997,38597,n:1,927035
140902,318150,n:1,
10955,39827,n:1,819459
7529,36059,n:1,846595
HUMAN19044,37070,n:1,
90196,41023,01:01,948798
51604,31772,01:01,960732
11065,44118,01:01,593860
140825,37959,01:01,337257
63935,40295,01:01,926513
57468,37800,n:1,
51006,38429,01:01,857777
63916,34633,n:1,
64849,DROME12015,n:m,
64849,3772159,n:m,
64849,3772456,n:m,
112858,38600,01:01,937084
23613,43730,01:01,
55959,53437,n:1,
10564,34785,n:1,
1434,35016,01:01,961029
23315,33167,01:01,593923
6615,40370,01:01,598401
7335,38613,n:1,916319
387521,35300,01:01,756474
84612,32752,n:1,
HUMAN19162,35240,01:01,530431
27304,34187,01:01,702201
10079,34736,n:1,
HUMAN19178,38615,01:01,536919
6790,41446,n:1,594114
1477,43734,01:01,594071
51507,34477,01:01,941669
655,37778,n:1,887967
23626,2768853,01:01,949809
HUMAN19196,37467,01:01,539526
55544,39049,01:01,
5105,37130,n:m,
5105,37131,n:m,957515
9217,43926,01:01,
8675,33034,n:1,575448
HUMAN19216,33034,n:1,
79716,41587,01:01,759206
2778,37805,01:01,950687
HUMAN19222,32607,01:01,916254
514,326144,1:m,
514,44046,1:m,574181
51012,44132,n:1,841692
5688,32584,n:1,530168
26164,34154,01:01,961532
9885,37825,01:01,
11047,36545,01:01,939625
3911,38723,n:1,
6227,33487,01:01,893602
28231,33927,01:01,599189
54994,32852,01:01,809104
63910,33650,01:01,593767
128414,37979,n:1,
55738,39417,01:01,
10139,31841,01:01,853164
84619,34324,01:01,905011
140701,38519,n:1,
7165,37117,n:1,
54963,36953,01:01,959659
24148,40064,01:01,593652
6919,34883,n:1,
102724159,36144,n:1,
102724560,33081,n:1,
102724594,33201,n:1,593935
1409,37744,n:1,
317754,40032,01:01,
HUMAN19354,33429,01:01,
4685,31364,n:1,
54148,39627,01:01,940942
522,42759,01:01,
2551,43236,01:01,902362
29104,3771966,01:01,951277
HUMAN19381,40127,01:01,923094
10069,246548,n:1,891650
10694,35882,01:01,584365
337882,50039,n:1,
337970,50039,n:1,
6647,39251,01:01,835726
9875,42637,01:01,885291
HUMAN19439,50169,n:1,
56683,50169,n:1,895891
94104,40842,01:01,857517
757,38529,n:1,
54943,33984,01:01,910035
6453,35378,n:1,
539,41845,01:01,
64968,38535,01:01,796035
54093,2768998,01:01,
9980,37176,n:1,
6493,DROME17222,01:01,
10311,DROME12394,01:01,846155
1859,34831,01:01,596612
3772,35131,n:1,
1826,35652,n:m,
1826,38788,n:m,
1826,2769008,n:m,
9619,33636,n:1,594107
54020,DROME07517,n:1,
875,33081,n:1,959729
102724594,33201,n:1,
1409,37744,n:1,
8566,39066,01:01,854809
56894,39819,n:m,
56894,DROME11645,n:m,954265
7109,41833,01:01,940481
5822,36144,n:1,879791
5211,36060,n:1,
386672,50424,n:1,
HUMAN19610,50424,n:1,
7327,44054,01:01,593687
6612,33981,n:1,
104,DROME18713,01:01,910940
23275,31098,01:01,952107
6573,34679,n:m,
6573,41307,n:m,
6573,41308,n:m,
54039,40436,n:1,
23181,252479,n:1,
51816,36627,1:m,
51816,39975,1:m,
51816,39976,1:m,872046
529,40679,n:1,870632
102724770,3772583,n:1,904576
5625,33117,n:1,
8220,31780,01:01,773642
6576,3772221,01:01,
8218,32537,n:1,
7290,36107,01:01,
64976,41364,01:01,854158
7353,39254,01:01,
8318,31052,01:01,871131
HUMAN19730,32646,n:1,589428
54584,36259,01:01,925849
10587,40475,01:01,845304
128989,32319,01:01,797113
27037,40074,01:01,942032
85359,3772583,n:1,
51586,33223,01:01,943540
5297,31247,01:01,707037
9342,37774,01:01,795842
1399,43775,n:1,
150209,35183,1:m,
150209,31174,1:m,845295
8216,31037,01:01,596113
6545,40254,01:01,834259
HUMAN19781,5740847,n:m,
HUMAN19781,32839,n:m,933300
23119,33343,01:01,
7332,37035,n:1,
23753,40637,n:1,
23759,36820,01:01,902817
29799,31949,n:1,
5594,3354888,n:1,593950
8940,31565,01:01,550791
6598,40657,01:01,926408
91319,42005,n:1,
653689,DROME21862,01:01,
23384,31004,n:1,596829
51733,40916,01:01,806495
83606,31237,01:01,738557
6634,36306,01:01,874214
2678,5740847,n:m,
2678,32839,n:m,
129049,33046,n:m,
129049,318059,n:m,596369
157,3355013,n:1,595349
402055,42180,01:01,
24144,44238,01:01,940100
8459,32312,n:1,
4330,31771,01:01,
23760,42306,n:1,896765
23331,38966,01:01,598165
150274,5740624,01:01,714358
162,32987,n:1,
8563,37810,01:01,
8508,32573,n:1,
4771,32979,01:01,597517
29796,45401,01:01,918574
84164,31261,01:01,576588
10291,42048,01:01,593979
23541,38074,n:1,
51537,32776,01:01,879026
266629,38074,n:1,
284904,38074,n:1,599723
23481,34287,01:01,960552
150290,43575,n:1,817833
23762,42985,n:1,575028
91445,318245,01:01,
4733,36288,01:01,568938
23761,42849,01:01,876295
9681,38176,01:01,910819
51493,35220,01:01,954427
8224,41247,n:1,596842
7078,41248,n:1,
10043,39093,n:1,595490
4174,41296,01:01,860075
4627,38001,n:1,
25828,37268,01:01,
8664,41475,1:m,
8664,42789,1:m,960207
5880,38146,n:1,
4242,40314,n:1,
26088,31902,n:1,
23616,42371,n:1,596047
57026,38358,01:01,784101
23464,39333,01:01,859129
HUMAN20131,39386,01:01,537561
85377,39475,n:1,596303
84645,39033,01:01,874619
5435,48312,01:01,844724
9463,DROME02411,01:01,869427
23539,36577,01:01,
8398,39160,01:01,
25829,38185,01:01,
HUMAN20160,43673,n:1,
3761,42742,n:m,
3761,42770,n:m,
56993,38459,01:01,868267
9929,31560,n:1,
9567,37080,01:01,912561
10126,36303,01:01,866186
6122,41347,01:01,960497
9145,36533,01:01,820924
23112,43808,n:1,
HUMAN20213,42051,01:01,952024
27352,41834,01:01,725505
10478,38532,01:01,769027
6767,31335,1:m,594189
6767,31335,1:m,
63929,33017,01:01,792327
9978,31014,01:01,920824
2033,43856,n:1,596419
5905,DROME03354,01:01,
84844,33909,01:01,943430
HUMAN20242,44149,1:m,958588
HUMAN20242,41326,1:m,
171568,39310,01:01,880711
27254,39875,n:1,
5372,39436,n:1,
2547,117419,01:01,837785
HUMAN20252,44173,01:01,
6721,40155,n:1,
4668,34355,01:01,814686
HUMAN20268,36159,01:01,833147
27341,33843,01:01,949859
1727,39336,01:01,888091
267020,34054,n:m,
267020,46069,n:m,
26286,40487,n:1,
11252,42467,n:1,595258
25809,326203,01:01,536130
27349,39910,01:01,593535
706,33231,01:01,944040
23170,35732,01:01,536131
758,39129,n:1,
25813,36675,01:01,838408
29780,32990,n:1,
HUMAN20310,39385,n:1,
10762,35784,01:01,
7477,DROME04882,n:1,938298
150383,41031,01:01,947014
55687,53546,01:01,958368
9620,36125,n:1,595786
64781,40640,01:01,780518
23774,35648,n:1,
79087,41191,01:01,923072
5600,34780,n:m,
5600,42866,n:m,594063
414918,31450,n:1,
6305,41427,n:1,
55586,DROME10896,01:01,825182
1375,36109,n:1,
1120,DROME03787,n:1,
10752,31792,n:1,
27255,40553,n:1,
152330,40553,n:1,
51095,40707,01:01,949508
51185,41230,01:01,952096
285362,38022,01:01,781812
3708,40664,n:1,595256
55207,40961,n:1,853163
375323,38251,n:1,895706
7862,35648,n:1,773557
4968,31806,01:01,870490
8536,43792,n:1,593991
10474,32787,01:01,557795
10093,33864,n:1,960071
HUMAN20466,33864,n:1,
84522,40714,01:01,914440
55831,34479,01:01,894485
2177,2768674,01:01,921013
55845,246497,01:01,738109
6396,44437,01:01,538170
491,43787,n:1,
6529,43805,01:01,868865
10533,37141,01:01,944666
132001,2768668,01:01,913239
6854,41247,n:1,
7079,41248,n:1,935630
100129480,33414,01:01,904459
5894,31221,n:1,
HUMAN20524,43573,01:01,823158
23225,35512,n:1,800203
79885,326120,01:01,895761
7476,DROME04882,n:1,
131474,43579,01:01,
79188,38881,01:01,705327
27258,42842,01:01,885381
HUMAN20540,50391,n:1,
51244,42181,01:01,
64432,32395,01:01,937542
131965,37018,01:01,918182
26061,37285,01:01,960896
HUMAN20562,326238,1:m,
HUMAN20562,318189,1:m,
HUMAN20562,31551,1:m,885455
HUMAN20562,31552,1:m,
285381,41352,01:01,773698
5868,33418,n:1,
8850,39431,n:1,
7325,34487,n:1,
7324,34487,n:1,
28512,35667,n:1,
6138,3354918,01:01,944692
9975,40345,01:01,
7155,35225,n:1,959125
55768,35527,01:01,926390
54995,40692,01:01,593547
9497,34005,n:1,558171
HUMAN20610,34998,01:01,
339896,DROME02615,n:1,
201595,43005,01:01,810586
51143,32057,n:1,589121
25904,41552,01:01,954318
131405,44653,01:01,
2720,33839,n:m,
2720,41457,n:m,929020
25827,36244,n:1,
23122,43901,n:1,
10015,43330,01:01,593720
HUMAN20659,40292,01:01,
4292,35796,01:01,861799
2803,37702,01:01,
3680,36692,1:m,938688
3680,DROME08017,1:m,
9943,44233,n:1,
9942,42047,01:01,712410
