Homo sapiens,Mus Musculus,Relations,ID
23379,218333,01:01,857549
84246,28077,01:01,916643
54888,MOUSE09965,01:01,759422
6715,78925,01:01,873337
11044,210106,01:01,574041
108,210044,01:01,595671
134121,69315,01:01,824431
HUMAN23186,210009,01:01,888100
79072,69577,01:01,882299
9037,20356,01:01,912169
50834,57254,01:01,807571
134145,68073,01:01,880472
22948,12465,01:01,584366
134147,69574,01:01,914732
10299,223455,01:01,785401
83853,252967,01:01,558305
651746,67434,01:01,926883
1611,223453,01:01,952070
1501,18163,01:01,800375
1767,110082,01:01,574253
54491,223433,01:01,296433
90268,432940,01:01,940112
56172,11732,01:01,737258
23194,448987,01:01,594994
441061,211147,01:01,922008
90441,52521,01:01,951992
54463,66270,01:01,836337
10409,70350,01:01,599421
1016,320865,01:01,599695
1010,215654,01:01,600234
56979,213389,01:01,835300
1008,320873,01:01,604744
1007,12565,01:01,595581
1004,12563,01:01,601968
29102,14000,01:01,949187
55322,77877,01:01,944749
23037,68070,01:01,861025
64083,66629,01:01,831846
54545,268783,01:01,949595
51663,22763,01:01,937716
10923,20024,01:01,707445
4883,18162,01:01,757412
6897,110960,01:01,940939
81792,239337,01:01,597681
51289,239336,01:01,294660
51151,22293,01:01,594516
23600,17117,01:01,918719
HUMAN23245,81799,01:01,601152
26064,75646,01:01,600589
153657,75777,01:01,598519
5810,19355,01:01,796000
55299,67832,01:01,937682
134218,78244,01:01,594203
64902,268782,01:01,918222
79925,MOUSE13226,01:01,910528
3575,16197,01:01,935406
133690,75568,01:01,595790
133688,105887,n:m,
133688,223337,n:m,780632
167127,105887,n:m,
167127,223337,n:m,
92255,320506,01:01,879469
6502,MOUSE13216,01:01,926606
133686,68646,01:01,911067
202151,MOUSE13208,01:01,600426
6507,20512,01:01,551157
25836,71175,01:01,291082
65250,73692,01:01,898252
9631,170762,01:01,878241
55100,545085,01:01,929207
2668,14573,01:01,943936
133584,268780,01:01,595295
3977,16880,01:01,939359
9180,18414,01:01,939360
253260,78757,01:01,925634
2533,23880,01:01,922492
735,MOUSE13181,01:01,873506
1601,MOUSE13180,01:01,896120
23548,67515,01:01,904259
5734,19219,01:01,937569
5562,MOUSE13164,01:01,595375
HUMAN23298,67281,01:01,
84674,239319,01:01,861011
730,109828,01:01,854208
133558,223825,01:01,803856
729,12274,01:01,854207
345557,239318,01:01,933864
5019,67041,01:01,943442
285636,106064,01:01,921025
26272,106052,01:01,932957
2690,14600,01:01,949668
100129792,100039139,01:01,596262
7690,72465,01:01,898510
167359,245269,01:01,601130
3157,208715,01:01,856883
56477,56838,01:01,901899
64417,MOUSE10651,01:01,951446
375444,67392,01:01,940644
10605,218693,01:01,833219
23530,18115,01:01,
2255,14165,01:01,885649
10884,59054,01:01,941784
348980,15165,01:01,805916
133418,13723,01:01,937552
79668,52552,01:01,829799
3670,MOUSE10624,01:01,594965
3672,109700,01:01,938701
53918,105083,01:01,949835
3673,16398,01:01,291485
4338,17434,01:01,892538
10468,14313,01:01,600894
4724,17993,01:01,878194
54622,218639,01:01,853197
8988,56534,01:01,892103
112574,170625,01:01,916213
11082,71690,01:01,940164
3003,14945,01:01,599945
3001,14938,01:01,598800
166979,238896,01:01,599914
493869,69590,01:01,903969
345643,622408,01:01,918644
10309,218630,01:01,857044
HUMAN23354,218629,01:01,938772
23517,72198,01:01,937633
8611,19012,01:01,556005
153129,268706,01:01,596827
54514,13206,01:01,597542
133396,MOUSE10570,01:01,916988
3572,16195,01:01,926305
4214,26401,01:01,603051
166968,218613,01:01,944016
65056,73274,01:01,851439
345651,238880,01:01,550439
10769,20620,01:01,598719
202309,238875,01:01,337810
115827,67295,01:01,564976
5144,238871,01:01,761097
55789,218581,01:01,934259
79993,74559,01:01,
1161,71991,01:01,940059
91942,75597,01:01,752469
643155,75616,01:01,338742
3796,16563,01:01,596142
27292,66254,01:01,933588
51194,76582,01:01,931019
3350,15550,01:01,595233
285671,71816,01:01,840360
401190,52882,01:01,902647
100132916,77803,01:01,921735
285672,67288,01:01,598134
10283,67285,01:01,595891
11174,108154,01:01,597907
64105,60411,01:01,885144
23398,238831,01:01,593779
373,MOUSE10481,01:01,902292
80006,66975,01:01,926147
54557,218544,01:01,595628
57486,75805,01:01,802975
55914,MOUSE10464,01:01,602676
140890,218543,01:01,597978
375449,328329,01:01,597248
4064,17079,01:01,601423
64924,69048,01:01,893203
891,268697,01:01,
64946,26886,01:01,558327
92259,66128,01:01,881985
1022,12572,01:01,593781
202243,76041,01:01,924911
102157402,102216272,01:01,952788
6880,MOUSE10426,01:01,
5884,19356,01:01,785346
153562,218518,01:01,896805
100506658,18260,01:01,837926
730394,MOUSE10412,n:1,
8293,20365,n:1,756898
6606,20595,n:1,916918
8293,20365,n:1,
6606,20595,n:1,
4671,MOUSE10406,1:m,783226
4671,17951,1:m,
4671,17952,1:m,
2966,MOUSE10412,n:1,589082
55814,544971,01:01,598883
64087,78038,01:01,935231
9607,27220,01:01,944626
4131,17755,01:01,599540
23107,218506,01:01,943736
79810,68927,01:01,945357
167465,238803,01:01,882583
3842,MOUSE10379,01:01,536983
115548,218503,01:01,596545
134285,380863,01:01,280529
134288,68344,01:01,921019
2297,15229,01:01,878591
689,MOUSE10367,01:01,909684
HUMAN23490,105372,01:01,850371
64283,110596,01:01,935106
8507,13803,01:01,603735
3074,15212,01:01,702325
84340,320806,01:01,593975
10412,59050,01:01,960842
26049,320557,01:01,899537
51301,218476,01:01,820450
256006,MOUSE10333,01:01,291161
3156,15357,01:01,283195
10087,68018,01:01,930720
728780,271144,01:01,602271
134359,67463,01:01,925543
22987,75209,01:01,596797
HUMAN23507,215449,n:1,
10788,544963,01:01,934433
2151,14064,01:01,924666
2149,14062,01:01,891345
2150,14063,01:01,600231
170591,268686,01:01,909549
1393,12919,01:01,857535
55109,66549,01:01,829762
84327,72114,01:01,
8622,218461,01:01,761078
55255,218460,01:01,896208
23440,18420,01:01,602759
HUMAN23527,21371,01:01,776038
8546,11774,01:01,537131
9522,107767,01:01,576157
10184,218454,01:01,901427
411,11881,01:01,833901
29958,74129,01:01,942599
23743,64918,01:01,873245
635,12116,1:m,873244
635,12116,1:m,
133746,57748,01:01,932148
9456,26556,01:01,933705
167153,100715,01:01,574042
202333,76469,01:01,599525
345778,382793,01:01,927052
7060,21828,01:01,920285
256987,218442,01:01,819461
84654,79401,01:01,604433
9765,218441,01:01,919301
167555,73942,01:01,948505
340120,218440,01:01,913954
1719,13361,n:1,926411
4437,17686,01:01,959210
5924,MOUSE10220,01:01,291322
1160,76722,01:01,915884
84240,69085,01:01,599808
134526,74156,01:01,932824
23635,66970,01:01,599667
83734,66795,01:01,731697
6228,66475,01:01,958452
153339,66074,01:01,914577
7518,108138,01:01,939722
1462,13003,01:01,597701
1404,12950,01:01,891732
10085,13612,01:01,724565
1350,12867,01:01,928150
5921,218397,01:01,597067
902,66671,01:01,931529
153396,72745,01:01,918505
4208,17260,01:01,942015
1070,12626,01:01,594024
153364,72852,01:01,727922
10622,67486,01:01,922507
116068,80289,01:01,931673
84059,110789,01:01,904344
57561,105171,01:01,712281
7025,13865,01:01,579108
83989,68675,01:01,707909
134187,75507,01:01,889100
HUMAN23591,72371,01:01,916356
84250,105377,01:01,898926
79772,MOUSE10099,01:01,708145
153643,MOUSE10096,01:01,862613
9652,218343,01:01,594070
153642,77041,01:01,833893
285601,238725,01:01,891837
317671,218341,01:01,817413
83890,75571,01:01,881935
22836,73296,01:01,939731
2745,93692,01:01,946513
22936,192657,01:01,868009
5122,18548,01:01,597259
831,12380,01:01,927898
51752,80898,01:01,880804
4012,240028,01:01,880821
167410,66643,01:01,893687
285704,68799,01:01,913252
1105,12648,01:01,593993
345757,67698,01:01,852966
7903,20452,01:01,888968
353189,227394,01:01,595754
5066,18484,01:01,949574
54826,252876,01:01,716044
23262,227399,01:01,952249
90355,52392,01:01,340239
83594,67993,01:01,833648
1946,13640,01:01,915796
9867,224938,01:01,942183
4124,17158,01:01,730898
642987,381107,01:01,851432
91137,67453,01:01,951057
HUMAN23649,53603,01:01,857541
134430,225348,01:01,593677
814,12326,01:01,595693
134429,170459,01:01,805209
64097,13824,01:01,743537
324,MOUSE19150,01:01,860442
6728,66384,01:01,924630
7905,13476,01:01,866054
HUMAN23667,22184,n:1,
167227,70640,01:01,338922
4163,328949,01:01,901891
83942,22114,01:01,
64848,240255,01:01,938776
HUMAN23673,140492,01:01,738031
55521,28105,01:01,556170
5229,225467,01:01,935726
153733,240261,01:01,911476
56929,240263,01:01,929681
51014,66676,01:01,944158
1036,12583,01:01,532673
9140,67526,01:01,872196
1176,11777,01:01,
206338,74574,01:01,880812
644100,381142,01:01,807509
51397,69456,01:01,776009
57556,20358,01:01,291656
285605,68857,01:01,935437
1657,240283,01:01,557574
25816,106869,01:01,920100
3295,15488,01:01,566473
340069,225497,01:01,804047
51334,71373,01:01,929823
153443,67222,01:01,926382
4015,16948,01:01,890421
133923,66758,01:01,890152
HUMAN23706,78414,01:01,758165
9627,MOUSE19499,01:01,899534
6643,67804,01:01,949755
HUMAN23710,69226,01:01,889897
5480,19038,01:01,594982
93166,MOUSE19511,01:01,598486
153241,225523,01:01,917853
1456,70425,01:01,595651
57507,269023,01:01,596206
65983,107022,01:01,861578
HUMAN23723,110695,01:01,530731
51808,56698,01:01,942294
389320,67343,01:01,892049
4001,16906,01:01,597200
115123,320253,01:01,820879
401207,77422,01:01,819555
84466,MOUSE19536,01:01,602003
133619,73137,01:01,916494
613212,629147,01:01,922345
HUMAN23737,75444,01:01,802426
6558,20496,01:01,834283
2201,14119,01:01,598416
28965,225579,01:01,595420
51015,66307,01:01,728217
HUMAN23742,240322,01:01,599152
100127206,225583,01:01,289587
337876,78923,01:01,841231
3094,15254,01:01,941193
90624,75530,01:01,944065
56990,72729,01:01,901171
51735,MOUSE03560,01:01,954334
96459,216742,01:01,575315
728637,74847,01:01,848661
23305,MOUSE03541,01:01,593981
1437,12981,01:01,874276
8974,18452,01:01,870301
8572,30794,01:01,859346
6583,30805,01:01,595771
6584,20520,01:01,594465
3659,16362,01:01,922822
3567,16191,01:01,854194
10111,19360,01:01,593739
3596,16163,01:01,287589
3565,16189,01:01,842418
11127,16568,01:01,594623
23176,20362,01:01,589437
134548,237761,01:01,874706
134549,71774,01:01,892083
2661,14566,01:01,897182
27089,22272,01:01,540667
116842,259301,01:01,819793
27125,93736,01:01,601108
54819,67966,01:01,595833
3308,15525,01:01,594869
23105,320027,01:01,928142
56951,213673,01:01,860463
7416,22333,01:01,960394
6500,21402,01:01,960562
5515,19052,01:01,915385
7320,22210,01:01,594478
91368,52626,01:01,887946
23338,MOUSE03438,01:01,773559
51128,66397,01:01,853169
10802,77371,01:01,593865
819,12328,01:01,941571
9879,MOUSE09560,01:01,594059
134553,78521,01:01,950328
79770,69672,01:01,830613
84105,MOUSE09563,01:01,815774
347732,76856,01:01,595620
5307,18740,01:01,597274
9555,26914,01:01,597885
497189,212937,01:01,289596
4762,18014,01:01,901437
HUMAN23828,57266,01:01,283037
107986453,MOUSE09575,01:01,285663
153328,328258,01:01,769047
3578,16198,01:01,287229
3950,16841,01:01,893689
7045,21810,01:01,595059
4090,17129,01:01,931336
389332,115488204,01:01,835377
57113,26946,01:01,595185
6695,MOUSE09600,01:01,794003
26249,100503085,01:01,603044
10949,77134,01:01,596468
9499,58916,01:01,599708
27039,53871,01:01,836083
51306,225358,01:01,601345
7478,20890,01:01,883680
8382,75533,01:01,961255
HUMAN23855,78656,01:01,595989
10112,19348,01:01,595334
8697,52563,01:01,593996
2676,14587,01:01,942096
995,12532,01:01,902836
51307,66306,01:01,941069
51780,277250,01:01,950072
51308,225362,01:01,866056
1958,13653,01:01,605750
2107,225363,01:01,960534
3313,15526,01:01,593534
1495,12385,01:01,917602
26045,107065,01:01,845082
HUMAN23876,81500,01:01,555857
HUMAN23877,17184,01:01,599320
51247,67869,01:01,884015
9963,20522,01:01,827023
51237,69816,01:01,841862
389333,MOUSE19207,01:01,605530
HUMAN23886,71242,01:01,
202052,76594,01:01,951945
641700,68545,01:01,891856
111064649,73449,01:01,285665
340061,72512,01:01,942377
7322,56550,01:01,594343
51523,67393,01:01,892062
84249,MOUSE19220,01:01,902520
9542,100042150,01:01,918213
5813,19290,01:01,897843
492311,109169,01:01,338237
84418,66060,01:01,595572
5201,67199,01:01,575396
1839,15200,01:01,928694
83697,240215,01:01,558178
404734,108857,01:01,596894
8637,108112,01:01,540043
10307,225372,01:01,888569
113829,67843,01:01,778947
929,12475,01:01,932526
4695,17991,01:01,934426
55374,71983,01:01,929676
3550,24010,01:01,934926
54853,67936,01:01,938076
373863,213236,01:01,913002
3035,15115,01:01,959043
23438,70791,01:01,959046
153527,66492,01:01,593826
56147,MOUSE19263,01:01,608338
56146,MOUSE19266,01:01,613363
56145,192163,01:01,607908
56144,12936,1:m,612058
56144,100384868,1:m,
56143,12941,01:01,668305
56142,MOUSE19273,01:01,668175
56141,MOUSE19276,n:m,
56141,353235,n:m,668325
9752,MOUSE19276,n:m,668268
9752,353235,n:m,
56139,192161,01:01,668213
56138,MOUSE19282,01:01,620466
56136,192164,01:01,607357
56135,353236,01:01,614503
56134,353237,01:01,599773
29930,93872,01:01,603153
56133,93873,01:01,605755
56132,93874,01:01,603862
56131,93876,1:m,
56131,93878,1:m,
56131,93880,1:m,607169
26167,93875,1:m,
26167,93877,1:m,
26167,93879,1:m,601239
26167,93881,1:m,
56130,93884,01:01,610630
56129,93886,01:01,604065
56128,93887,n:1,606866
57717,93888,01:01,610963
56127,93889,n:1,
56126,93889,n:1,603603
56125,93890,n:1,668298
56124,93890,n:1,
56123,93887,n:1,
56122,93891,01:01,603863
56121,93893,01:01,602575
6879,24074,01:01,595190
56114,MOUSE19315,01:01,602813
56113,93710,01:01,603797
56112,93711,01:01,668209
56104,93699,01:01,607350
56111,93712,01:01,608551
56103,93700,01:01,614502
56110,93713,01:01,615713
56109,93714,01:01,604134
56108,MOUSE19326,01:01,608545
8641,93701,01:01,605313
9708,93716,01:01,615717
56101,93702,01:01,608115
56107,93717,01:01,668220
56100,93703,01:01,668261
56106,93722,01:01,604932
56099,93704,01:01,668184
56105,93723,01:01,609221
26025,93724,01:01,607702
5098,93706,01:01,291934
56098,93707,01:01,609488
56097,93708,01:01,600974
1729,13367,01:01,597385
8841,15183,01:01,895759
285613,MOUSE19357,01:01,876650
89848,319262,01:01,597251
64411,106952,01:01,942143
5097,75599,01:01,599122
9812,66839,01:01,854960
51294,53601,01:01,909470
9604,MOUSE19372,01:01,
HUMAN23996,26384,01:01,956793
80762,65113,01:01,901152
81848,24066,01:01,297247
2246,14164,01:01,783169
23092,71302,01:01,595277
2908,14815,01:01,881453
81555,67180,01:01,536568
57528,383348,01:01,850016
153768,77619,01:01,841696
643226,332309,01:01,904572
153769,269016,01:01,934961
153770,69401,01:01,540231
51520,107045,01:01,531129
54439,MOUSE19408,01:01,600023
5459,18998,01:01,929117
10915,MOUSE19412,01:01,595104
134391,240239,01:01,852335
5521,72930,01:01,912119
202374,269019,01:01,596698
1809,22240,01:01,901037
9832,76217,01:01,917281
6690,20730,01:01,878881
117156,117158,01:01,898919
389336,225443,01:01,866978
11005,72432,01:01,602074
408187,433178,01:01,882351
404203,433180,01:01,930731
105378220,MOUSE19433,01:01,607672
153218,100038417,01:01,311894
84651,408198,01:01,313300
643394,MOUSE19432,01:01,
81545,107035,01:01,870763
3360,15562,01:01,596084
154,11555,01:01,596689
79628,225608,01:01,898508
22885,319713,01:01,598682
134265,106877,01:01,936635
134266,17714,01:01,912927
78991,240334,01:01,776055
27190,56069,01:01,901177
1452,93687,01:01,594729
389337,328967,01:01,918716
133522,170826,01:01,938118
5145,225600,01:01,761089
1836,13521,01:01,827033
HUMAN24063,106894,01:01,898996
1436,12978,01:01,599232
5159,18596,01:01,892081
1044,12590,01:01,596837
HUMAN24068,240332,01:01,868876
815,12322,01:01,598228
340075,545260,01:01,833919
6949,21453,01:01,598328
HUMAN24073,16149,01:01,909769
6208,20044,01:01,915052
3340,15531,01:01,810307
11346,104027,01:01,597395
91977,170947,01:01,929480
55696,66810,01:01,873049
51164,67665,01:01,
85027,106878,01:01,288608
2878,MOUSE03568,01:01,903974
10318,57783,01:01,868722
309,11749,01:01,600513
2760,14667,01:01,931388
285641,215332,01:01,595854
153201,246049,01:01,595074
206358,215335,01:01,594290
2196,245827,01:01,291064
6678,20692,01:01,934205
HUMAN24110,11927,01:01,920681
10146,27041,01:01,594715
2741,14654,01:01,703126
56923,216749,01:01,597453
2890,MOUSE03601,01:01,849311
10827,67726,01:01,897102
4238,216760,01:01,933203
55568,171212,01:01,771061
79685,50724,01:01,885626
9421,15110,01:01,302782
23367,73158,01:01,541989
10826,MOUSE03613,01:01,735714
9337,69125,01:01,819494
25929,216766,01:01,898373
HUMAN24132,216767,01:01,955848
285643,16571,n:1,
6444,24052,01:01,850796
153743,MOUSE15609,n:1,
91937,276891,01:01,876645
84868,171285,01:01,796354
9443,MOUSE03271,01:01,898887
3702,16428,01:01,595197
153745,432552,01:01,855004
26999,76884,01:01,764673
408263,320116,01:01,933659
HUMAN24147,11492,01:01,595095
HUMAN24148,214112,01:01,566075
11063,214105,01:01,577607
100190949,67430,01:01,872761
54974,66628,01:01,784635
134353,72290,01:01,931137
9685,216705,01:01,596555
1879,13591,01:01,934816
153830,74315,01:01,915828
134510,79560,01:01,559772
3593,16160,01:01,944710
147,MOUSE03243,01:01,597348
7265,66827,01:01,594507
114825,70802,01:01,598473
2172,16204,01:01,
79616,380694,01:01,857045
HUMAN24171,69183,01:01,597377
10569,MOUSE03229,01:01,588880
9232,30939,n:1,930826
23120,319767,01:01,712695
2561,14401,01:01,703116
2559,14399,01:01,703103
HUMAN24183,14394,01:01,703140
2566,MOUSE03210,01:01,703138
900,12450,01:01,857074
134492,52653,01:01,756865
3161,15366,01:01,595168
27430,108645,01:01,941859
57451,23964,01:01,667837
23286,211652,01:01,891295
5917,104458,01:01,955044
345630,237730,01:01,940495
79646,211347,01:01,926553
6586,20564,01:01,
54908,70385,01:01,597240
1794,94176,01:01,717232
100131897,574403,01:01,902284
2299,14233,01:01,
133874,MOUSE03184,01:01,
3937,MOUSE03186,01:01,595730
30820,70357,01:01,596170
3779,16533,01:01,898194
2568,216643,01:01,703161
64901,66011,01:01,935920
30012,27140,01:01,913917
4869,18148,01:01,
8817,14172,01:01,894071
HUMAN24218,69351,01:01,885153
23291,103583,01:01,596397
6793,20868,01:01,594663
285588,69306,01:01,872244
92181,327900,01:01,538822
285590,268396,01:01,602461
54492,240055,01:01,337256
1843,19252,01:01,817847
57222,67458,01:01,791335
51121,19941,n:1,
8992,11974,01:01,862070
153222,77128,01:01,895935
662,224630,01:01,785381
1482,18091,01:01,947313
8614,20856,01:01,903195
91272,69556,01:01,948879
80315,67579,01:01,292394
133491,67592,01:01,851430
51617,18197,01:01,853060
4488,17702,01:01,913919
1812,MOUSE09426,01:01,598325
94081,14057,01:01,958307
3274,15466,01:01,601520
10814,12890,01:01,901744
84321,73666,01:01,593920
375484,319719,01:01,840425
57179,97820,01:01,861018
285598,56795,01:01,853180
51491,28126,01:01,934324
192286,67044,01:01,894172
1212,74325,01:01,943760
23197,76577,01:01,795891
22838,105239,01:01,294824
54825,268663,01:01,598220
114787,26913,01:01,883205
6620,104069,01:01,935556
253314,MOUSE09481,01:01,
26262,74257,01:01,738165
90249,107448,01:01,878015
3101,212032,01:01,872986
51720,MOUSE09500,01:01,874728
23567,MOUSE09506,01:01,903956
2264,14186,01:01,594792
64324,18193,01:01,902435
53917,19336,01:01,565043
27166,66494,01:01,841693
10960,66890,01:01,889483
10636,51791,01:01,917239
6569,20505,01:01,794965
345456,75477,01:01,861599
2161,58992,01:01,903450
2870,26385,01:01,599607
80758,432763,01:01,936283
1627,56320,01:01,601400
9260,67399,01:01,598435
HUMAN24316,27261,01:01,883218
HUMAN24317,MOUSE09548,01:01,593992
54540,212483,01:01,291940
54732,67511,01:01,944161
11285,218271,01:01,933525
5626,19127,01:01,604907
23138,212706,01:01,921797
64777,66089,01:01,952433
55651,52530,01:01,956067
3182,15384,01:01,597404
85007,72947,01:01,918226
91522,237759,01:01,598531
57396,12750,01:01,594828
6940,21408,01:01,804070
117608,27274,01:01,
80108,22678,01:01,604062
285676,237758,01:01,602905
2916,108072,01:01,575589
345462,214779,01:01,602528
30832,30944,01:01,603598
9509,216725,01:01,597491
80230,216724,01:01,597076
3187,59013,01:01,594706
821,12330,01:01,752344
9794,103806,01:01,897090
4056,17001,01:01,921364
11282,103534,01:01,899211
8878,18412,01:01,909775
51149,68067,01:01,854968
23061,76795,01:01,596722
55819,59044,01:01,596473
255426,74563,01:01,805126
5601,26420,01:01,596814
9945,14584,01:01,745228
57472,104625,01:01,944563
92304,68662,01:01,919657
2324,14257,01:01,603482
134083,258463,1:m,
134083,258462,1:m,
134083,18307,1:m,
134083,259069,1:m,
134083,257888,1:m,298092
134083,258027,1:m,
4245,17308,01:01,928397
643836,MOUSE03330,01:01,606592
153579,237754,01:01,800450
26693,18356,01:01,297925
285659,258334,01:01,
81786,94089,01:01,556171
90933,211007,01:01,292989
10399,14694,01:01,593698
84851,212085,01:01,805414
81399,258397,n:1,
56940,105352,01:01,817831
3662,16364,01:01,861050
55770,66482,01:01,896333
135458,210554,01:01,937742
94234,15220,01:01,606581
2295,14238,01:01,890318
2296,17300,01:01,822787
2762,218138,01:01,593592
340156,MOUSE09066,01:01,596176
56897,78903,01:01,593537
1992,66222,01:01,939751
5272,20723,1:m,939755
5272,20706,1:m,
5272,20726,1:m,
5269,MOUSE09093,01:01,939768
4835,MOUSE09106,01:01,799164
8737,19766,01:01,598908
670,68021,01:01,863389
7280,22151,n:m,956351
7280,73710,n:m,
347733,22151,n:m,
347733,73710,n:m,956371
389362,69666,01:01,940419
HUMAN24440,MOUSE09116,01:01,597530
221749,66895,01:01,888948
26240,108161,01:01,952009
8899,19134,01:01,595546
222826,MOUSE09126,01:01,870411
10455,MOUSE09131,1:m,
10455,23986,1:m,954556
9425,12593,01:01,954640
10799,208366,01:01,896217
648791,76487,01:01,769909
57128,380840,01:01,844980
10667,69955,01:01,953101
51299,MOUSE09157,01:01,288095
2162,74145,01:01,897870
9450,17084,01:01,923874
6239,68750,01:01,598286
HUMAN24472,107513,01:01,764712
285782,71213,01:01,878025
83732,71340,01:01,593859
1832,109620,01:01,854197
154007,67797,01:01,939561
654,12161,01:01,887974
81567,105245,01:01,859554
63915,17828,01:01,935283
HUMAN24481,66143,n:1,
9521,66143,n:1,892957
51000,MOUSE09193,01:01,807135
7020,21418,01:01,878602
2651,14538,01:01,820449
55003,68083,01:01,594181
51522,66154,01:01,
9247,107889,01:01,924821
221711,637277,01:01,920564
54898,MOUSE09226,01:01,742796
221710,108934,01:01,922006
405754,239167,1:m,280047
405754,239167,1:m,
405754,214292,1:m,
4739,18003,01:01,910845
100113407,621976,01:01,883028
84830,MOUSE09235,01:01,776016
3096,110521,01:01,869486
1906,13614,01:01,917463
221692,218194,01:01,597169
51256,67046,01:01,928139
54438,328232,01:01,815823
23408,68346,01:01,745089
51406,70078,01:01,848658
10048,MOUSE09270,01:01,557883
63933,76137,01:01,731505
221687,328234,01:01,882930
9308,12522,01:01,892334
3720,MOUSE09284,01:01,921869
84062,MOUSE09286,01:01,
29116,218203,01:01,939574
2766,66355,01:01,933170
6310,20238,01:01,292180
401236,380842,01:01,825706
221662,666794,01:01,598774
10486,67252,01:01,756615
51439,97863,01:01,813922
9972,218210,01:01,595677
HUMAN24559,16553,01:01,595154
378884,105193,01:01,720811
7172,MOUSE09322,01:01,583598
HUMAN24564,MOUSE09329,01:01,
7913,110052,01:01,595065
255488,218215,01:01,538367
3400,15904,01:01,880744
154141,218121,01:01,570962
1871,13557,01:01,833098
54901,MOUSE09032,01:01,940991
6659,20677,01:01,603466
5617,MOUSE08987,01:01,340134
140767,22360,01:01,904887
51473,195208,01:01,597158
57380,380836,01:01,816761
2822,14756,01:01,779048
7915,214579,01:01,530733
9856,210108,01:01,945018
51567,56196,01:01,533981
55856,66834,01:01,874353
81688,79555,01:01,290820
51053,57441,01:01,944496
101928603,666145,01:01,854967
9750,MOUSE08960,01:01,930760
55604,68732,01:01,943518
10590,214189,01:01,898173
221613,319162,n:m,
221613,319191,n:m,
221613,319169,n:m,
221613,319191,n:m,
221613,319191,n:m,
221613,319191,n:m,
221613,319168,n:m,
221613,319191,n:m,
221613,319173,n:m,
221613,319191,n:m,
221613,319191,n:m,
221613,319191,n:m,
221613,319191,n:m,
221613,319163,n:m,
221613,621893,n:m,
221613,319176,n:m,
221613,15267,n:m,
221613,15267,n:m,
221613,MOUSE41815,n:m,
221613,15270,n:m,
255626,319177,01:01,731232
10050,319848,01:01,595446
6568,20504,01:01,596282
10786,MOUSE08942,01:01,597860
10246,218103,01:01,594345
10475,214158,01:01,556182
3024,80838,01:01,597643
8351,319153,n:m,
8351,319153,n:m,
8351,319153,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,538854
8351,15077,n:m,
8351,319153,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,589000
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,589001
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
8351,319153,n:m,
8351,319153,n:m,
8351,319153,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,538855
8351,319153,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,
8335,319162,n:m,
8335,319191,n:m,
8335,319169,n:m,
8335,319191,n:m,
8335,319191,n:m,
8335,319191,n:m,
8335,319168,n:m,
8335,319191,n:m,
8335,319173,n:m,
8335,319191,n:m,957747
8335,319191,n:m,
8335,319191,n:m,
8335,319191,n:m,
8335,319163,n:m,
8335,621893,n:m,
8335,319176,n:m,
8335,15267,n:m,
8335,15267,n:m,
8335,MOUSE41815,n:m,
8335,15270,n:m,
3018,319178,n:1,
8351,319153,n:m,
8351,319153,n:m,
8351,319153,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,15077,n:m,
8351,319153,n:m,
8351,15077,n:m,538856
8351,15077,n:m,
8351,15077,n:m,
3006,50708,01:01,596600
3077,15216,01:01,787685
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,
121504,319158,n:m,589002
121504,319158,n:m,
3010,107970,01:01,603137
8347,665622,n:m,
8347,319186,n:m,
8347,665622,n:m,
8347,319188,n:m,
8347,665622,n:m,
8347,665622,n:m,
8347,319184,n:m,
8347,665622,n:m,
8347,319182,n:m,
8347,68024,n:m,731218
8347,665622,n:m,
8347,68024,n:m,
8347,68024,n:m,
8347,319190,n:m,
8347,319189,n:m,
8334,319162,n:m,
8334,319191,n:m,
8334,319169,n:m,
8334,319191,n:m,
8334,319191,n:m,
8334,319191,n:m,
8334,319168,n:m,
8334,319191,n:m,
8334,319173,n:m,
8334,319191,n:m,
8334,319191,n:m,
8334,319191,n:m,
8334,319191,n:m,
8334,319163,n:m,
