"","Gen","Ard","Arc"
"12824","ACSL1","thyroid problem (not cancer)","endocrine/diabetes"
"12825","CLDN10","thyroid problem (not cancer)","endocrine/diabetes"
"12826","ZNF597","thyroid problem (not cancer)","endocrine/diabetes"
"12827","GSK3B","thyroid problem (not cancer)","endocrine/diabetes"
"12828","EFNA4","thyroid problem (not cancer)","endocrine/diabetes"
"12829","MAP1LC3B2","thyroid problem (not cancer)","endocrine/diabetes"
"12830","MYL12B","thyroid problem (not cancer)","endocrine/diabetes"
"12831","YAP1","thyroid problem (not cancer)","endocrine/diabetes"
"12832","RDX","thyroid problem (not cancer)","endocrine/diabetes"
"12833","SLC27A4","thyroid problem (not cancer)","endocrine/diabetes"
"12834","EFNA5","thyroid problem (not cancer)","endocrine/diabetes"
"12835","CNTFR","thyroid problem (not cancer)","endocrine/diabetes"
"12836","ACSBG1","thyroid problem (not cancer)","endocrine/diabetes"
"12837","ZNF705D","thyroid problem (not cancer)","endocrine/diabetes"
"12838","RAB7A","thyroid problem (not cancer)","endocrine/diabetes"
"12839","GLI2","thyroid problem (not cancer)","endocrine/diabetes"
"12840","CYP2J2","thyroid problem (not cancer)","endocrine/diabetes"
"12841","CDK6","thyroid problem (not cancer)","endocrine/diabetes"
"12842","UNC5B","thyroid problem (not cancer)","endocrine/diabetes"
"12843","TAB2","thyroid problem (not cancer)","endocrine/diabetes"
"12844","NFE2L2","thyroid problem (not cancer)","endocrine/diabetes"
"12845","D1523","thyroid problem (not cancer)","endocrine/diabetes"
"12846","CPSF4","thyroid problem (not cancer)","endocrine/diabetes"
"12847","MPP5","thyroid problem (not cancer)","endocrine/diabetes"
"12848","CAMK2D","thyroid problem (not cancer)","endocrine/diabetes"
"12849","ACSL5","thyroid problem (not cancer)","endocrine/diabetes"
"12850","HLA-G","thyroid problem (not cancer)","endocrine/diabetes"
"12851","ZNF157","thyroid problem (not cancer)","endocrine/diabetes"
"12852","FGF4","thyroid problem (not cancer)","endocrine/diabetes"
"12853","PPP2CB","thyroid problem (not cancer)","endocrine/diabetes"
"12854","ADIPOR2","thyroid problem (not cancer)","endocrine/diabetes"
"12855","GNG7","thyroid problem (not cancer)","endocrine/diabetes"
"12856","ITPR1","thyroid problem (not cancer)","endocrine/diabetes"
"12857","FGF5","thyroid problem (not cancer)","endocrine/diabetes"
"12858","ZNF559-ZNF177","thyroid problem (not cancer)","endocrine/diabetes"
"12859","CXCL8","thyroid problem (not cancer)","endocrine/diabetes"
"12860","GAB1","thyroid problem (not cancer)","endocrine/diabetes"
"12861","ZNF577","thyroid problem (not cancer)","endocrine/diabetes"
"12862","SOCS6","thyroid problem (not cancer)","endocrine/diabetes"
"12863","GRK6","thyroid problem (not cancer)","endocrine/diabetes"
"12864","FGF6","thyroid problem (not cancer)","endocrine/diabetes"
"12865","PTPN11","thyroid problem (not cancer)","endocrine/diabetes"
"12866","HLA-F","thyroid problem (not cancer)","endocrine/diabetes"
"12867","FGF17","thyroid problem (not cancer)","endocrine/diabetes"
"12868","TRAF3","thyroid problem (not cancer)","endocrine/diabetes"
"12869","ZNF701","thyroid problem (not cancer)","endocrine/diabetes"
"12870","CSH2","thyroid problem (not cancer)","endocrine/diabetes"
"12871","PPP3R1","thyroid problem (not cancer)","endocrine/diabetes"
"12872","GOT1","thyroid problem (not cancer)","endocrine/diabetes"
"12873","FSHB","thyroid problem (not cancer)","endocrine/diabetes"
"12874","PIAS1","thyroid problem (not cancer)","endocrine/diabetes"
"12875","CPT1B","thyroid problem (not cancer)","endocrine/diabetes"
"12876","CCND3","thyroid problem (not cancer)","endocrine/diabetes"
"12877","JAK3","thyroid problem (not cancer)","endocrine/diabetes"
"12878","CHRM3","thyroid problem (not cancer)","endocrine/diabetes"
"12879","SHC3","thyroid problem (not cancer)","endocrine/diabetes"
"12880","ACTB","thyroid problem (not cancer)","endocrine/diabetes"
"12881","PPP3R2","thyroid problem (not cancer)","endocrine/diabetes"
"12882","GFAP","thyroid problem (not cancer)","endocrine/diabetes"
"12883","ZNF268","thyroid problem (not cancer)","endocrine/diabetes"
"12884","ZNF485","thyroid problem (not cancer)","endocrine/diabetes"
"12885","ZFP30","thyroid problem (not cancer)","endocrine/diabetes"
"12886","GCG","thyroid problem (not cancer)","endocrine/diabetes"
"12887","PLCE1","thyroid problem (not cancer)","endocrine/diabetes"
"12888","GYS1","thyroid problem (not cancer)","endocrine/diabetes"
"12889","SV2C","thyroid problem (not cancer)","endocrine/diabetes"
"12890","TSLP","thyroid problem (not cancer)","endocrine/diabetes"
"12891","SV2B","thyroid problem (not cancer)","endocrine/diabetes"
"12892","ZNF765-ZNF761","thyroid problem (not cancer)","endocrine/diabetes"
"12893","ZNF23","thyroid problem (not cancer)","endocrine/diabetes"
"12894","ZNF510","thyroid problem (not cancer)","endocrine/diabetes"
"12895","ZNF257","thyroid problem (not cancer)","endocrine/diabetes"
"12896","IL6ST","thyroid problem (not cancer)","endocrine/diabetes"
"12897","GABRG3","thyroid problem (not cancer)","endocrine/diabetes"
"12898","CYP21A2","thyroid problem (not cancer)","endocrine/diabetes"
"12899","ZNF229","thyroid problem (not cancer)","endocrine/diabetes"
"12900","FLT3LG","thyroid problem (not cancer)","endocrine/diabetes"
"12901","POMGNT2","thyroid problem (not cancer)","endocrine/diabetes"
"12902","ZNF554","thyroid problem (not cancer)","endocrine/diabetes"
"12903","PIK3R6","thyroid problem (not cancer)","endocrine/diabetes"
"12904","THPO","thyroid problem (not cancer)","endocrine/diabetes"
"12905","STAT1","thyroid problem (not cancer)","endocrine/diabetes"
"12906","MIB2","thyroid problem (not cancer)","endocrine/diabetes"
"12907","SOCS3","thyroid problem (not cancer)","endocrine/diabetes"
"12908","PRKCA","thyroid problem (not cancer)","endocrine/diabetes"
"12909","IL2RG","thyroid problem (not cancer)","endocrine/diabetes"
"12910","OCLN","thyroid problem (not cancer)","endocrine/diabetes"
"12911","MYL6B","thyroid problem (not cancer)","endocrine/diabetes"
"12912","PRLR","thyroid problem (not cancer)","endocrine/diabetes"
"12913","FGF22","thyroid problem (not cancer)","endocrine/diabetes"
"12914","ZNF768","thyroid problem (not cancer)","endocrine/diabetes"
"12915","MAPK9","thyroid problem (not cancer)","endocrine/diabetes"
"12916","GRIA2","thyroid problem (not cancer)","endocrine/diabetes"
"12917","ATG12","thyroid problem (not cancer)","endocrine/diabetes"
"12918","ENPP3","thyroid problem (not cancer)","endocrine/diabetes"
"12919","MUC5AC","thyroid problem (not cancer)","endocrine/diabetes"
"12920","CCL24","thyroid problem (not cancer)","endocrine/diabetes"
"12921","CASP3","thyroid problem (not cancer)","endocrine/diabetes"
"12922","CYP1A1","thyroid problem (not cancer)","endocrine/diabetes"
"12923","IRAK4","thyroid problem (not cancer)","endocrine/diabetes"
"12924","PIK3R3","thyroid problem (not cancer)","endocrine/diabetes"
"12925","ANGPT2","thyroid problem (not cancer)","endocrine/diabetes"
"12926","STAT5B","thyroid problem (not cancer)","endocrine/diabetes"
"12927","IGF2","thyroid problem (not cancer)","endocrine/diabetes"
"12928","ZNF669","thyroid problem (not cancer)","endocrine/diabetes"
"12929","ZNF470","thyroid problem (not cancer)","endocrine/diabetes"
"12930","PTGS2","thyroid problem (not cancer)","endocrine/diabetes"
"12931","CCL7","thyroid problem (not cancer)","endocrine/diabetes"
"12932","HIBADH","thyroid problem (not cancer)","endocrine/diabetes"
"12933","MAPK6","thyroid problem (not cancer)","endocrine/diabetes"
"12934","MAOA","thyroid problem (not cancer)","endocrine/diabetes"
"12935","RIPK3","thyroid problem (not cancer)","endocrine/diabetes"
"12936","AK7","thyroid problem (not cancer)","endocrine/diabetes"
"12937","ZNF662","thyroid problem (not cancer)","endocrine/diabetes"
"12938","ANGPTL4","thyroid problem (not cancer)","endocrine/diabetes"
"12939","ZFP92","thyroid problem (not cancer)","endocrine/diabetes"
"12940","AXIN1","thyroid problem (not cancer)","endocrine/diabetes"
"12941","IRS1","thyroid problem (not cancer)","endocrine/diabetes"
"12942","PRKCG","thyroid problem (not cancer)","endocrine/diabetes"
"12943","DHX58","thyroid problem (not cancer)","endocrine/diabetes"
"12944","MAPK14","thyroid problem (not cancer)","endocrine/diabetes"
"12945","ITGB8","thyroid problem (not cancer)","endocrine/diabetes"
"12946","FOXO3","thyroid problem (not cancer)","endocrine/diabetes"
"12947","PPARA","thyroid problem (not cancer)","endocrine/diabetes"
"12948","ZNF763","thyroid problem (not cancer)","endocrine/diabetes"
"12949","COL6A3","thyroid problem (not cancer)","endocrine/diabetes"
"12950","ATG13","thyroid problem (not cancer)","endocrine/diabetes"
"12951","PIK3CB","thyroid problem (not cancer)","endocrine/diabetes"
"12952","ZNF705A","thyroid problem (not cancer)","endocrine/diabetes"
"12953","CCL22","thyroid problem (not cancer)","endocrine/diabetes"
"12954","ZNF354A","thyroid problem (not cancer)","endocrine/diabetes"
"12955","ZNF34","thyroid problem (not cancer)","endocrine/diabetes"
"12956","DDC","thyroid problem (not cancer)","endocrine/diabetes"
"12957","AK1","thyroid problem (not cancer)","endocrine/diabetes"
"12958","ZNF611","thyroid problem (not cancer)","endocrine/diabetes"
"12959","MAP2K3","thyroid problem (not cancer)","endocrine/diabetes"
"12960","PDGFB","thyroid problem (not cancer)","endocrine/diabetes"
"12961","COL9A3","thyroid problem (not cancer)","endocrine/diabetes"
"12962","CCL5","thyroid problem (not cancer)","endocrine/diabetes"
"12963","ZNF484","thyroid problem (not cancer)","endocrine/diabetes"
"12964","CPSF1","thyroid problem (not cancer)","endocrine/diabetes"
"12965","ZNF44","thyroid problem (not cancer)","endocrine/diabetes"
"12966","COL6A6","thyroid problem (not cancer)","endocrine/diabetes"
"12967","BDNF","thyroid problem (not cancer)","endocrine/diabetes"
"12968","FZD6","thyroid problem (not cancer)","endocrine/diabetes"
"12969","AOC3","thyroid problem (not cancer)","endocrine/diabetes"
"12970","ZNF354C","thyroid problem (not cancer)","endocrine/diabetes"
"12971","INVS","thyroid problem (not cancer)","endocrine/diabetes"
"12972","VEGFB","thyroid problem (not cancer)","endocrine/diabetes"
"12973","SMARCD3","thyroid problem (not cancer)","endocrine/diabetes"
"12974","BCL2L13","thyroid problem (not cancer)","endocrine/diabetes"
"12975","ZNF527","thyroid problem (not cancer)","endocrine/diabetes"
"12976","OAS1","thyroid problem (not cancer)","endocrine/diabetes"
"12977","HIF1A","thyroid problem (not cancer)","endocrine/diabetes"
"12978","ZNF586","thyroid problem (not cancer)","endocrine/diabetes"
"12979","ZNF563","thyroid problem (not cancer)","endocrine/diabetes"
"12980","PLIN5","thyroid problem (not cancer)","endocrine/diabetes"
"12981","ZNF420","thyroid problem (not cancer)","endocrine/diabetes"
"12982","RYR2","thyroid problem (not cancer)","endocrine/diabetes"
"12983","VAV3","thyroid problem (not cancer)","endocrine/diabetes"
"12984","FGF18","thyroid problem (not cancer)","endocrine/diabetes"
"12985","COL6A5","thyroid problem (not cancer)","endocrine/diabetes"
"12986","AK9","thyroid problem (not cancer)","endocrine/diabetes"
"12987","SOCS5","thyroid problem (not cancer)","endocrine/diabetes"
"12988","JAK1","thyroid problem (not cancer)","endocrine/diabetes"
"12989","ZBTB16","thyroid problem (not cancer)","endocrine/diabetes"
"12990","IFNAR2","thyroid problem (not cancer)","endocrine/diabetes"
"12991","CACNB3","thyroid problem (not cancer)","endocrine/diabetes"
"12992","GRK2","thyroid problem (not cancer)","endocrine/diabetes"
"12993","PLCG2","thyroid problem (not cancer)","endocrine/diabetes"
"12994","ZNF334","thyroid problem (not cancer)","endocrine/diabetes"
"12995","HTR7","thyroid problem (not cancer)","endocrine/diabetes"
"12996","VAV2","thyroid problem (not cancer)","endocrine/diabetes"
"12997","PIAS2","thyroid problem (not cancer)","endocrine/diabetes"
"12998","ZNF587","thyroid problem (not cancer)","endocrine/diabetes"
"12999","GIP","thyroid problem (not cancer)","endocrine/diabetes"
"13000","CACNB4","thyroid problem (not cancer)","endocrine/diabetes"
"13001","GABARAPL2","thyroid problem (not cancer)","endocrine/diabetes"
"13002","GADL1","thyroid problem (not cancer)","endocrine/diabetes"
"13003","HTR1A","thyroid problem (not cancer)","endocrine/diabetes"
"13004","ACSS1","thyroid problem (not cancer)","endocrine/diabetes"
"13005","BUB1B-PAK6","thyroid problem (not cancer)","endocrine/diabetes"
"13006","ZNF551","thyroid problem (not cancer)","endocrine/diabetes"
"13007","CD40LG","thyroid problem (not cancer)","endocrine/diabetes"
"13008","ADCYAP1","thyroid problem (not cancer)","endocrine/diabetes"
"13009","ARHGEF12","thyroid problem (not cancer)","endocrine/diabetes"
"13010","BIRC3","thyroid problem (not cancer)","endocrine/diabetes"
"13011","CYP2U1","thyroid problem (not cancer)","endocrine/diabetes"
"13012","PSEN1","thyroid problem (not cancer)","endocrine/diabetes"
"13013","PAK3","thyroid problem (not cancer)","endocrine/diabetes"
"13014","CACNG1","thyroid problem (not cancer)","endocrine/diabetes"
"13015","AKR1A1","thyroid problem (not cancer)","endocrine/diabetes"
"13016","LAT","thyroid problem (not cancer)","endocrine/diabetes"
"13017","AMPD1","thyroid problem (not cancer)","endocrine/diabetes"
"13018","ZNF570","thyroid problem (not cancer)","endocrine/diabetes"
"13019","NEU3","thyroid problem (not cancer)","endocrine/diabetes"
"13020","ZNF33A","thyroid problem (not cancer)","endocrine/diabetes"
"13021","MAP2K1","thyroid problem (not cancer)","endocrine/diabetes"
"13022","CD80","thyroid problem (not cancer)","endocrine/diabetes"
"13023","ITGA5","thyroid problem (not cancer)","endocrine/diabetes"
"13024","CALML6","thyroid problem (not cancer)","endocrine/diabetes"
"13025","GALC","thyroid problem (not cancer)","endocrine/diabetes"
"13026","PRKAG2","thyroid problem (not cancer)","endocrine/diabetes"
"13027","ATF4","thyroid problem (not cancer)","endocrine/diabetes"
"13028","LAMB3","thyroid problem (not cancer)","endocrine/diabetes"
"13029","SMARCB1","thyroid problem (not cancer)","endocrine/diabetes"
"13030","FGF21","thyroid problem (not cancer)","endocrine/diabetes"
"13031","NR1H3","thyroid problem (not cancer)","endocrine/diabetes"
"13032","MYL9","thyroid problem (not cancer)","endocrine/diabetes"
"13033","B3GNT3","thyroid problem (not cancer)","endocrine/diabetes"
"13034","ZNF492","thyroid problem (not cancer)","endocrine/diabetes"
"13035","AIFM1","thyroid problem (not cancer)","endocrine/diabetes"
"13036","CYP11B1","thyroid problem (not cancer)","endocrine/diabetes"
"13037","ZNF441","thyroid problem (not cancer)","endocrine/diabetes"
"13038","PRKAA1","thyroid problem (not cancer)","endocrine/diabetes"
"13039","PRKACG","thyroid problem (not cancer)","endocrine/diabetes"
"13040","ZFP14","thyroid problem (not cancer)","endocrine/diabetes"
"13041","CLDN4","thyroid problem (not cancer)","endocrine/diabetes"
"13042","CXCL14","thyroid problem (not cancer)","endocrine/diabetes"
"13043","FRAT2","thyroid problem (not cancer)","endocrine/diabetes"
"13044","GRIA3","thyroid problem (not cancer)","endocrine/diabetes"
"13045","NTRK1","thyroid problem (not cancer)","endocrine/diabetes"
"13046","CLDN23","thyroid problem (not cancer)","endocrine/diabetes"
"13047","NT5DC4","thyroid problem (not cancer)","endocrine/diabetes"
"13048","DVL2","thyroid problem (not cancer)","endocrine/diabetes"
"13049","GK","thyroid problem (not cancer)","endocrine/diabetes"
"13050","GNAO1","thyroid problem (not cancer)","endocrine/diabetes"
"13051","ZNF77","thyroid problem (not cancer)","endocrine/diabetes"
"13052","CLDN17","thyroid problem (not cancer)","endocrine/diabetes"
"13053","GK2","thyroid problem (not cancer)","endocrine/diabetes"
"13054","CDC25C","thyroid problem (not cancer)","endocrine/diabetes"
"13055","ZNF461","thyroid problem (not cancer)","endocrine/diabetes"
"13056","PILRB","thyroid problem (not cancer)","endocrine/diabetes"
"13057","HGF","thyroid problem (not cancer)","endocrine/diabetes"
"13058","B3GALT2","thyroid problem (not cancer)","endocrine/diabetes"
"13059","GLYCTK","thyroid problem (not cancer)","endocrine/diabetes"
"13060","CSF1","thyroid problem (not cancer)","endocrine/diabetes"
"13061","GRK7","thyroid problem (not cancer)","endocrine/diabetes"
"13062","ACAA1","thyroid problem (not cancer)","endocrine/diabetes"
"13063","FGFR3","thyroid problem (not cancer)","endocrine/diabetes"
"13064","ZNF99","thyroid problem (not cancer)","endocrine/diabetes"
"13065","PIP4K2B","thyroid problem (not cancer)","endocrine/diabetes"
"13066","ERBB2","thyroid problem (not cancer)","endocrine/diabetes"
"13067","IFNA4","thyroid problem (not cancer)","endocrine/diabetes"
"13068","XCL2","thyroid problem (not cancer)","endocrine/diabetes"
"13069","BDKRB2","thyroid problem (not cancer)","endocrine/diabetes"
"13070","BBOX1","thyroid problem (not cancer)","endocrine/diabetes"
"13071","EGR1","thyroid problem (not cancer)","endocrine/diabetes"
"13072","ZFP90","thyroid problem (not cancer)","endocrine/diabetes"
"13073","ADIPOQ","thyroid problem (not cancer)","endocrine/diabetes"
"13074","MX2","thyroid problem (not cancer)","endocrine/diabetes"
"13075","D1159","thyroid problem (not cancer)","endocrine/diabetes"
"13076","APC2","thyroid problem (not cancer)","endocrine/diabetes"
"13077","ZNF432","thyroid problem (not cancer)","endocrine/diabetes"
"13078","CD28","thyroid problem (not cancer)","endocrine/diabetes"
"13079","APC","thyroid problem (not cancer)","endocrine/diabetes"
"13080","ATG4B","thyroid problem (not cancer)","endocrine/diabetes"
"13081","ZNF540","thyroid problem (not cancer)","endocrine/diabetes"
"13082","CALM3","thyroid problem (not cancer)","endocrine/diabetes"
"13083","UNC5D","thyroid problem (not cancer)","endocrine/diabetes"
"13084","RXRB","thyroid problem (not cancer)","endocrine/diabetes"
"13085","CPSF3","thyroid problem (not cancer)","endocrine/diabetes"
"13086","ZNF814","thyroid problem (not cancer)","endocrine/diabetes"
"13087","HDAC8","thyroid problem (not cancer)","endocrine/diabetes"
"13088","MYH6","thyroid problem (not cancer)","endocrine/diabetes"
"13089","ATG7","thyroid problem (not cancer)","endocrine/diabetes"
"13090","IFNLR1","thyroid problem (not cancer)","endocrine/diabetes"
"13091","ZNF417","thyroid problem (not cancer)","endocrine/diabetes"
"13092","ZNF717","thyroid problem (not cancer)","endocrine/diabetes"
"13093","UNC5A","thyroid problem (not cancer)","endocrine/diabetes"
"13094","TRPC6","thyroid problem (not cancer)","endocrine/diabetes"
"13095","CREB3L1","thyroid problem (not cancer)","endocrine/diabetes"
"13096","ZFP37","thyroid problem (not cancer)","endocrine/diabetes"
"13097","ZFPM2","thyroid problem (not cancer)","endocrine/diabetes"
"13098","MST1","thyroid problem (not cancer)","endocrine/diabetes"
"13099","CALML3","thyroid problem (not cancer)","endocrine/diabetes"
"13100","UPB1","thyroid problem (not cancer)","endocrine/diabetes"
"13101","IPMK","thyroid problem (not cancer)","endocrine/diabetes"
"13102","MYLPF","thyroid problem (not cancer)","endocrine/diabetes"
"13103","GRK4","thyroid problem (not cancer)","endocrine/diabetes"
"13104","ZNF675","thyroid problem (not cancer)","endocrine/diabetes"
"13105","PLIN4","thyroid problem (not cancer)","endocrine/diabetes"
"13106","MYL5","thyroid problem (not cancer)","endocrine/diabetes"
"13107","ZNF8","thyroid problem (not cancer)","endocrine/diabetes"
"13108","ZNF823","thyroid problem (not cancer)","endocrine/diabetes"
"13109","LOC102723407","thyroid problem (not cancer)","endocrine/diabetes"
"13110","ZNF443","thyroid problem (not cancer)","endocrine/diabetes"
"13111","RIPK2","thyroid problem (not cancer)","endocrine/diabetes"
"13112","ZNF514","thyroid problem (not cancer)","endocrine/diabetes"
"13113","RRAGC","thyroid problem (not cancer)","endocrine/diabetes"
"13114","ADCY10","thyroid problem (not cancer)","endocrine/diabetes"
"13115","ZNF585A","thyroid problem (not cancer)","endocrine/diabetes"
"13116","ZNF12","thyroid problem (not cancer)","endocrine/diabetes"
"13117","CXCL5","thyroid problem (not cancer)","endocrine/diabetes"
"13118","FZD9","thyroid problem (not cancer)","endocrine/diabetes"
"13119","ZNF677","thyroid problem (not cancer)","endocrine/diabetes"
"13120","CCR5","thyroid problem (not cancer)","endocrine/diabetes"
"13121","ZNF98","thyroid problem (not cancer)","endocrine/diabetes"
"13122","BORCS8-MEF2B","thyroid problem (not cancer)","endocrine/diabetes"
"13123","GRK3","thyroid problem (not cancer)","endocrine/diabetes"
"13124","ZNF460","thyroid problem (not cancer)","endocrine/diabetes"
"13125","CACNG3","thyroid problem (not cancer)","endocrine/diabetes"
"13126","NFKB2","thyroid problem (not cancer)","endocrine/diabetes"
"13127","ZNF25","thyroid problem (not cancer)","endocrine/diabetes"
"13128","CASQ1","thyroid problem (not cancer)","endocrine/diabetes"
"13129","MAPK3","thyroid problem (not cancer)","endocrine/diabetes"
"13130","FRS2","thyroid problem (not cancer)","endocrine/diabetes"
"13131","LCAT","thyroid problem (not cancer)","endocrine/diabetes"
"13132","RASGRF2","thyroid problem (not cancer)","endocrine/diabetes"
"13133","ZNF530","thyroid problem (not cancer)","endocrine/diabetes"
"13134","HTR1D","thyroid problem (not cancer)","endocrine/diabetes"
"13135","D1312","thyroid problem (not cancer)","endocrine/diabetes"
"13136","CYP27A1","thyroid problem (not cancer)","endocrine/diabetes"
"13137","PTGER4","thyroid problem (not cancer)","endocrine/diabetes"
"13138","PSEN2","thyroid problem (not cancer)","endocrine/diabetes"
"13139","ZNF718","thyroid problem (not cancer)","endocrine/diabetes"
"13140","ZNF14","thyroid problem (not cancer)","endocrine/diabetes"
"13141","AK3","thyroid problem (not cancer)","endocrine/diabetes"
"13142","SDC4","thyroid problem (not cancer)","endocrine/diabetes"
"13143","ZNF549","thyroid problem (not cancer)","endocrine/diabetes"
"13144","ZNF324","thyroid problem (not cancer)","endocrine/diabetes"
"13145","IL7","thyroid problem (not cancer)","endocrine/diabetes"
"13146","NOS1","thyroid problem (not cancer)","endocrine/diabetes"
"13147","GABRP","thyroid problem (not cancer)","endocrine/diabetes"
"13148","ZNF782","thyroid problem (not cancer)","endocrine/diabetes"
"13149","IL1B","thyroid problem (not cancer)","endocrine/diabetes"
"13150","RRAS2","thyroid problem (not cancer)","endocrine/diabetes"
"13151","JUN","thyroid problem (not cancer)","endocrine/diabetes"
"13152","ZNF473","thyroid problem (not cancer)","endocrine/diabetes"
"13153","IL2","thyroid problem (not cancer)","endocrine/diabetes"
"13154","CLDN24","thyroid problem (not cancer)","endocrine/diabetes"
"13155","PRKAG3","thyroid problem (not cancer)","endocrine/diabetes"
"13156","ALDH4A1","thyroid problem (not cancer)","endocrine/diabetes"
"13157","PRKG2","thyroid problem (not cancer)","endocrine/diabetes"
"13158","ZNF285","thyroid problem (not cancer)","endocrine/diabetes"
"13159","MYD88","thyroid problem (not cancer)","endocrine/diabetes"
"13160","EIF2AK4","thyroid problem (not cancer)","endocrine/diabetes"
"13161","EIF2S1","thyroid problem (not cancer)","endocrine/diabetes"
"13162","ATXN3","thyroid problem (not cancer)","endocrine/diabetes"
"13163","ZNF610","thyroid problem (not cancer)","endocrine/diabetes"
"13164","IL12RB1","thyroid problem (not cancer)","endocrine/diabetes"
"13165","B4GALT7","thyroid problem (not cancer)","endocrine/diabetes"
"13166","OSM","thyroid problem (not cancer)","endocrine/diabetes"
"13167","ADCY6","thyroid problem (not cancer)","endocrine/diabetes"
"13168","STAT4","thyroid problem (not cancer)","endocrine/diabetes"
"13169","ZNF84","thyroid problem (not cancer)","endocrine/diabetes"
"13170","MAPK10","thyroid problem (not cancer)","endocrine/diabetes"
"13171","ARRB1","thyroid problem (not cancer)","endocrine/diabetes"
"13172","PIK3CA","thyroid problem (not cancer)","endocrine/diabetes"
"13173","TLR9","thyroid problem (not cancer)","endocrine/diabetes"
"13174","KDR","thyroid problem (not cancer)","endocrine/diabetes"
"13175","TAB3","thyroid problem (not cancer)","endocrine/diabetes"
"13176","ZNF776","thyroid problem (not cancer)","endocrine/diabetes"
"13177","MYC","thyroid problem (not cancer)","endocrine/diabetes"
"13178","HCK","thyroid problem (not cancer)","endocrine/diabetes"
"13179","HDAC3","thyroid problem (not cancer)","endocrine/diabetes"
"13180","ZNF91","thyroid problem (not cancer)","endocrine/diabetes"
"13181","CYP2A6","thyroid problem (not cancer)","endocrine/diabetes"
"13182","XIAP","thyroid problem (not cancer)","endocrine/diabetes"
"13183","TBX21","thyroid problem (not cancer)","endocrine/diabetes"
"13184","CHUK","thyroid problem (not cancer)","endocrine/diabetes"
"13185","CCL1","thyroid problem (not cancer)","endocrine/diabetes"
"13186","HK3","thyroid problem (not cancer)","endocrine/diabetes"
"13187","CAMK2A","thyroid problem (not cancer)","endocrine/diabetes"
"13188","SOCS1","thyroid problem (not cancer)","endocrine/diabetes"
"13189","ZNF614","thyroid problem (not cancer)","endocrine/diabetes"
"13190","ZNF606","thyroid problem (not cancer)","endocrine/diabetes"
"13191","FGFR2","thyroid problem (not cancer)","endocrine/diabetes"
"13192","GNAS","thyroid problem (not cancer)","endocrine/diabetes"
"13193","ZNF132","thyroid problem (not cancer)","endocrine/diabetes"
"13194","ZNF785","thyroid problem (not cancer)","endocrine/diabetes"
"13195","MAP2K6","thyroid problem (not cancer)","endocrine/diabetes"
"13196","FZD1","thyroid problem (not cancer)","endocrine/diabetes"
"13197","NTF4","thyroid problem (not cancer)","endocrine/diabetes"
"13198","ITGA2","thyroid problem (not cancer)","endocrine/diabetes"
"13199","PDGFA","thyroid problem (not cancer)","endocrine/diabetes"
"13200","CXCL16","thyroid problem (not cancer)","endocrine/diabetes"
"13201","ZNF140","thyroid problem (not cancer)","endocrine/diabetes"
"13202","NFATC4","thyroid problem (not cancer)","endocrine/diabetes"
"13203","ZNF621","thyroid problem (not cancer)","endocrine/diabetes"
"13204","RPS6KB2","thyroid problem (not cancer)","endocrine/diabetes"
"13205","INPP5E","thyroid problem (not cancer)","endocrine/diabetes"
"13206","ATG4C","thyroid problem (not cancer)","endocrine/diabetes"
"13207","CREB3L3","thyroid problem (not cancer)","endocrine/diabetes"
"13208","TRPM8","thyroid problem (not cancer)","endocrine/diabetes"
"13209","BCL2","thyroid problem (not cancer)","endocrine/diabetes"
"13210","FGF3","thyroid problem (not cancer)","endocrine/diabetes"
"13211","ZNF107","thyroid problem (not cancer)","endocrine/diabetes"
"13212","ITGA3","thyroid problem (not cancer)","endocrine/diabetes"
"13213","ZEB1","thyroid problem (not cancer)","endocrine/diabetes"
"13214","IL10RB","thyroid problem (not cancer)","endocrine/diabetes"
"13215","ZNF735","thyroid problem (not cancer)","endocrine/diabetes"
"13216","GDNF","thyroid problem (not cancer)","endocrine/diabetes"
"13217","CISH","thyroid problem (not cancer)","endocrine/diabetes"
"13218","ZNF181","thyroid problem (not cancer)","endocrine/diabetes"
"13219","FZD7","thyroid problem (not cancer)","endocrine/diabetes"
"13220","LTBR","thyroid problem (not cancer)","endocrine/diabetes"
"13221","SEC13","thyroid problem (not cancer)","endocrine/diabetes"
"13222","CCL20","thyroid problem (not cancer)","endocrine/diabetes"
"13223","BCL2L1","thyroid problem (not cancer)","endocrine/diabetes"
"13224","SMOX","thyroid problem (not cancer)","endocrine/diabetes"
"13225","IFNG","thyroid problem (not cancer)","endocrine/diabetes"
"13226","ZNF559","thyroid problem (not cancer)","endocrine/diabetes"
"13227","CACNB2","thyroid problem (not cancer)","endocrine/diabetes"
"13228","ADH4","thyroid problem (not cancer)","endocrine/diabetes"
"13229","WDR24","thyroid problem (not cancer)","endocrine/diabetes"
"13230","IKBKE","thyroid problem (not cancer)","endocrine/diabetes"
"13231","MAPK1","thyroid problem (not cancer)","endocrine/diabetes"
"13232","KDM3B","thyroid problem (not cancer)","endocrine/diabetes"
"13233","PIAS3","thyroid problem (not cancer)","endocrine/diabetes"
"13234","PLCB1","thyroid problem (not cancer)","endocrine/diabetes"
"13235","CSH1","thyroid problem (not cancer)","endocrine/diabetes"
"13236","ZNF205","thyroid problem (not cancer)","endocrine/diabetes"
