"","Gen","Ard","Arc"
"16555","RPL21P39","thyroid problem (not cancer)","endocrine/diabetes"
"16556","HAPLN2","thyroid problem (not cancer)","endocrine/diabetes"
"16557","DLGAP1","thyroid problem (not cancer)","endocrine/diabetes"
"16558","ATCAY","thyroid problem (not cancer)","endocrine/diabetes"
"16559","DAZAP1","thyroid problem (not cancer)","endocrine/diabetes"
"16560","SLC25A3","thyroid problem (not cancer)","endocrine/diabetes"
"16561","ZSCAN18","thyroid problem (not cancer)","endocrine/diabetes"
"16562","WNK4","thyroid problem (not cancer)","endocrine/diabetes"
"16563","ADGRB2","thyroid problem (not cancer)","endocrine/diabetes"
"16564","FGFR4","thyroid problem (not cancer)","endocrine/diabetes"
"16565","CKS1BP2","thyroid problem (not cancer)","endocrine/diabetes"
"16566","FIP1L1","thyroid problem (not cancer)","endocrine/diabetes"
"16567","HTR5A","thyroid problem (not cancer)","endocrine/diabetes"
"16568","SMIM32","thyroid problem (not cancer)","endocrine/diabetes"
"16569","DNM2","thyroid problem (not cancer)","endocrine/diabetes"
"16570","DHX15","thyroid problem (not cancer)","endocrine/diabetes"
"16571","GLRB","thyroid problem (not cancer)","endocrine/diabetes"
"16572","DRAXINP1","thyroid problem (not cancer)","endocrine/diabetes"
"16573","SVOP","thyroid problem (not cancer)","endocrine/diabetes"
"16574","PPBP","thyroid problem (not cancer)","endocrine/diabetes"
"16575","TSPAN7","thyroid problem (not cancer)","endocrine/diabetes"
"16576","SRP68P2","thyroid problem (not cancer)","endocrine/diabetes"
"16577","H2BC14","thyroid problem (not cancer)","endocrine/diabetes"
"16578","RPS27AP5","thyroid problem (not cancer)","endocrine/diabetes"
"16579","MAPK8IP2","thyroid problem (not cancer)","endocrine/diabetes"
"16580","IGSF21","thyroid problem (not cancer)","endocrine/diabetes"
"16581","RPL35","thyroid problem (not cancer)","endocrine/diabetes"
"16582","CUL9","thyroid problem (not cancer)","endocrine/diabetes"
"16583","DHX8","thyroid problem (not cancer)","endocrine/diabetes"
"16584","SLC7A4","thyroid problem (not cancer)","endocrine/diabetes"
"16585","KXD1-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16586","UNC80","thyroid problem (not cancer)","endocrine/diabetes"
"16587","SLC22A17","thyroid problem (not cancer)","endocrine/diabetes"
"16588","CELSR2","thyroid problem (not cancer)","endocrine/diabetes"
"16589","LINC02552","thyroid problem (not cancer)","endocrine/diabetes"
"16590","ACTG1P21","thyroid problem (not cancer)","endocrine/diabetes"
"16591","TRPC4AP","thyroid problem (not cancer)","endocrine/diabetes"
"16592","IP6K3","thyroid problem (not cancer)","endocrine/diabetes"
"16593","RPL30","thyroid problem (not cancer)","endocrine/diabetes"
"16594","VAMP7","thyroid problem (not cancer)","endocrine/diabetes"
"16595","RPS3AP38","thyroid problem (not cancer)","endocrine/diabetes"
"16596","RASGRF1","thyroid problem (not cancer)","endocrine/diabetes"
"16597","ATP6V0E2","thyroid problem (not cancer)","endocrine/diabetes"
"16598","KCNH3","thyroid problem (not cancer)","endocrine/diabetes"
"16599","TOM1L2","thyroid problem (not cancer)","endocrine/diabetes"
"16600","UFC1","thyroid problem (not cancer)","endocrine/diabetes"
"16601","ARNT2","thyroid problem (not cancer)","endocrine/diabetes"
"16602","RPL17P7","thyroid problem (not cancer)","endocrine/diabetes"
"16603","SGIP1","thyroid problem (not cancer)","endocrine/diabetes"
"16604","SRSF9","thyroid problem (not cancer)","endocrine/diabetes"
"16605","ATP1A3","thyroid problem (not cancer)","endocrine/diabetes"
"16606","ENSA","thyroid problem (not cancer)","endocrine/diabetes"
"16607","RASGRF2","thyroid problem (not cancer)","endocrine/diabetes"
"16608","BICD1P1","thyroid problem (not cancer)","endocrine/diabetes"
"16609","MPRIP-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16610","FDPSP1","thyroid problem (not cancer)","endocrine/diabetes"
"16611","GPM6B","thyroid problem (not cancer)","endocrine/diabetes"
"16612","SOCS5P4","thyroid problem (not cancer)","endocrine/diabetes"
"16613","LINC02067","thyroid problem (not cancer)","endocrine/diabetes"
"16614","HNF4A","thyroid problem (not cancer)","endocrine/diabetes"
"16615","H3C7","thyroid problem (not cancer)","endocrine/diabetes"
"16616","AMBP","thyroid problem (not cancer)","endocrine/diabetes"
"16617","LHX1-DT","thyroid problem (not cancer)","endocrine/diabetes"
"16618","FAT2","thyroid problem (not cancer)","endocrine/diabetes"
"16619","VHL","thyroid problem (not cancer)","endocrine/diabetes"
"16620","TMEM145","thyroid problem (not cancer)","endocrine/diabetes"
"16621","GPS2","thyroid problem (not cancer)","endocrine/diabetes"
"16622","SETP15","thyroid problem (not cancer)","endocrine/diabetes"
"16623","PRKCSH","thyroid problem (not cancer)","endocrine/diabetes"
"16624","ZIC1","thyroid problem (not cancer)","endocrine/diabetes"
"16625","VGLL3","thyroid problem (not cancer)","endocrine/diabetes"
"16626","RPL21P93","thyroid problem (not cancer)","endocrine/diabetes"
"16627","RNU6-946P","thyroid problem (not cancer)","endocrine/diabetes"
"16628","RNU2-47P","thyroid problem (not cancer)","endocrine/diabetes"
"16629","UGT8","thyroid problem (not cancer)","endocrine/diabetes"
"16630","SNRPB","thyroid problem (not cancer)","endocrine/diabetes"
"16631","PRKCG","thyroid problem (not cancer)","endocrine/diabetes"
"16632","FGF14","thyroid problem (not cancer)","endocrine/diabetes"
"16633","KIAA1549L","thyroid problem (not cancer)","endocrine/diabetes"
"16634","NGEF","thyroid problem (not cancer)","endocrine/diabetes"
"16635","DDX49","thyroid problem (not cancer)","endocrine/diabetes"
"16636","CADM4","thyroid problem (not cancer)","endocrine/diabetes"
"16637","EIF3FP3","thyroid problem (not cancer)","endocrine/diabetes"
"16638","CADM3","thyroid problem (not cancer)","endocrine/diabetes"
"16639","BARHL1","thyroid problem (not cancer)","endocrine/diabetes"
"16640","ZP2","thyroid problem (not cancer)","endocrine/diabetes"
"16641","RBFOX1","thyroid problem (not cancer)","endocrine/diabetes"
"16642","DSCAM-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16643","NRSN1","thyroid problem (not cancer)","endocrine/diabetes"
"16644","ENO3","thyroid problem (not cancer)","endocrine/diabetes"
"16645","UNC13A","thyroid problem (not cancer)","endocrine/diabetes"
"16646","KXD1","thyroid problem (not cancer)","endocrine/diabetes"
"16647","LHFPL4","thyroid problem (not cancer)","endocrine/diabetes"
"16648","RPS21","thyroid problem (not cancer)","endocrine/diabetes"
"16649","HOXB13","thyroid problem (not cancer)","endocrine/diabetes"
"16650","RPS2","thyroid problem (not cancer)","endocrine/diabetes"
"16651","AHSG","thyroid problem (not cancer)","endocrine/diabetes"
"16652","FAM193A","thyroid problem (not cancer)","endocrine/diabetes"
"16653","LRFN2","thyroid problem (not cancer)","endocrine/diabetes"
"16654","TLCD3B","thyroid problem (not cancer)","endocrine/diabetes"
"16655","NRDC","thyroid problem (not cancer)","endocrine/diabetes"
"16656","CARS2","thyroid problem (not cancer)","endocrine/diabetes"
"16657","SF3B4","thyroid problem (not cancer)","endocrine/diabetes"
"16658","DLST","thyroid problem (not cancer)","endocrine/diabetes"
"16659","RNF157","thyroid problem (not cancer)","endocrine/diabetes"
"16660","UXT","thyroid problem (not cancer)","endocrine/diabetes"
"16661","KRT8","thyroid problem (not cancer)","endocrine/diabetes"
"16662","CGA","thyroid problem (not cancer)","endocrine/diabetes"
"16663","SIRT6","thyroid problem (not cancer)","endocrine/diabetes"
"16664","MICU3","thyroid problem (not cancer)","endocrine/diabetes"
"16665","ZC3H18","thyroid problem (not cancer)","endocrine/diabetes"
"16666","LINC00370","thyroid problem (not cancer)","endocrine/diabetes"
"16667","SF3B2","thyroid problem (not cancer)","endocrine/diabetes"
"16668","KRT8P44","thyroid problem (not cancer)","endocrine/diabetes"
"16669","NRN1","thyroid problem (not cancer)","endocrine/diabetes"
"16670","ZC3H15","thyroid problem (not cancer)","endocrine/diabetes"
"16671","KCNK15","thyroid problem (not cancer)","endocrine/diabetes"
"16672","FABP1","thyroid problem (not cancer)","endocrine/diabetes"
"16673","PDCD6IP","thyroid problem (not cancer)","endocrine/diabetes"
"16674","GRIA4","thyroid problem (not cancer)","endocrine/diabetes"
"16675","TMEM219","thyroid problem (not cancer)","endocrine/diabetes"
"16676","CARTPT","thyroid problem (not cancer)","endocrine/diabetes"
"16677","H3-3A","thyroid problem (not cancer)","endocrine/diabetes"
"16678","RPL22","thyroid problem (not cancer)","endocrine/diabetes"
"16679","PCDHGB4","thyroid problem (not cancer)","endocrine/diabetes"
"16680","RAPGEF4","thyroid problem (not cancer)","endocrine/diabetes"
"16681","KCNS1","thyroid problem (not cancer)","endocrine/diabetes"
"16682","GOLGA7B","thyroid problem (not cancer)","endocrine/diabetes"
"16683","STAG3L5P-PVRIG2P-PILRB","thyroid problem (not cancer)","endocrine/diabetes"
"16684","KLHL25P1","thyroid problem (not cancer)","endocrine/diabetes"
"16685","MICU2","thyroid problem (not cancer)","endocrine/diabetes"
"16686","SOX8","thyroid problem (not cancer)","endocrine/diabetes"
"16687","PHB1P3","thyroid problem (not cancer)","endocrine/diabetes"
"16688","NTSR2","thyroid problem (not cancer)","endocrine/diabetes"
"16689","OLFM1","thyroid problem (not cancer)","endocrine/diabetes"
"16690","LINC00269","thyroid problem (not cancer)","endocrine/diabetes"
"16691","KMT2B","thyroid problem (not cancer)","endocrine/diabetes"
"16692","SERPINA7","thyroid problem (not cancer)","endocrine/diabetes"
"16693","ACTBP14","thyroid problem (not cancer)","endocrine/diabetes"
"16694","MIR1251","thyroid problem (not cancer)","endocrine/diabetes"
"16695","RPS3","thyroid problem (not cancer)","endocrine/diabetes"
"16696","ATP5MC2","thyroid problem (not cancer)","endocrine/diabetes"
"16697","KRT18P36","thyroid problem (not cancer)","endocrine/diabetes"
"16698","UBE2Q1-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16699","SUPT7L","thyroid problem (not cancer)","endocrine/diabetes"
"16700","OSTM1-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16701","MVP-DT","thyroid problem (not cancer)","endocrine/diabetes"
"16702","NBEAL1","thyroid problem (not cancer)","endocrine/diabetes"
"16703","APLP1","thyroid problem (not cancer)","endocrine/diabetes"
"16704","GPC1","thyroid problem (not cancer)","endocrine/diabetes"
"16705","CPZ","thyroid problem (not cancer)","endocrine/diabetes"
"16706","RPL7P6","thyroid problem (not cancer)","endocrine/diabetes"
"16707","SYP","thyroid problem (not cancer)","endocrine/diabetes"
"16708","PRPF31-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16709","B4GAT1","thyroid problem (not cancer)","endocrine/diabetes"
"16710","HPN","thyroid problem (not cancer)","endocrine/diabetes"
"16711","PIGG","thyroid problem (not cancer)","endocrine/diabetes"
"16712","POLR2J2","thyroid problem (not cancer)","endocrine/diabetes"
"16713","BCAR1","thyroid problem (not cancer)","endocrine/diabetes"
"16714","RPL35AP2","thyroid problem (not cancer)","endocrine/diabetes"
"16715","LINC03053","thyroid problem (not cancer)","endocrine/diabetes"
"16716","APC2","thyroid problem (not cancer)","endocrine/diabetes"
"16717","ATP8A2","thyroid problem (not cancer)","endocrine/diabetes"
"16718","EMC7","thyroid problem (not cancer)","endocrine/diabetes"
"16719","SERPINI1","thyroid problem (not cancer)","endocrine/diabetes"
"16720","SLC24A2","thyroid problem (not cancer)","endocrine/diabetes"
"16721","ZIC4-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16722","PCDHGA10","thyroid problem (not cancer)","endocrine/diabetes"
"16723","EIF2D","thyroid problem (not cancer)","endocrine/diabetes"
"16724","KSR2","thyroid problem (not cancer)","endocrine/diabetes"
"16725","ZP3P2","thyroid problem (not cancer)","endocrine/diabetes"
"16726","SH3GL2","thyroid problem (not cancer)","endocrine/diabetes"
"16727","CLCN4","thyroid problem (not cancer)","endocrine/diabetes"
"16728","ZNF488","thyroid problem (not cancer)","endocrine/diabetes"
"16729","MCF2L","thyroid problem (not cancer)","endocrine/diabetes"
"16730","MFSD11","thyroid problem (not cancer)","endocrine/diabetes"
"16731","RPL18AP17","thyroid problem (not cancer)","endocrine/diabetes"
"16732","ALDOC","thyroid problem (not cancer)","endocrine/diabetes"
"16733","FRRS1L","thyroid problem (not cancer)","endocrine/diabetes"
"16734","SLC6A11","thyroid problem (not cancer)","endocrine/diabetes"
"16735","FGF1","thyroid problem (not cancer)","endocrine/diabetes"
"16736","FAM230H","thyroid problem (not cancer)","endocrine/diabetes"
"16737","EEF1B2","thyroid problem (not cancer)","endocrine/diabetes"
"16738","SYNPR","thyroid problem (not cancer)","endocrine/diabetes"
"16739","CA11","thyroid problem (not cancer)","endocrine/diabetes"
"16740","WSCD2","thyroid problem (not cancer)","endocrine/diabetes"
"16741","HMGN2P21","thyroid problem (not cancer)","endocrine/diabetes"
"16742","LINC01203","thyroid problem (not cancer)","endocrine/diabetes"
"16743","KANSL3","thyroid problem (not cancer)","endocrine/diabetes"
"16744","RPL26","thyroid problem (not cancer)","endocrine/diabetes"
"16745","GGA3","thyroid problem (not cancer)","endocrine/diabetes"
"16746","CTDSP1","thyroid problem (not cancer)","endocrine/diabetes"
"16747","IGLV2-34","thyroid problem (not cancer)","endocrine/diabetes"
"16748","LRRC32","thyroid problem (not cancer)","endocrine/diabetes"
"16749","FRMPD3","thyroid problem (not cancer)","endocrine/diabetes"
"16750","GRM5-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16751","WDR82","thyroid problem (not cancer)","endocrine/diabetes"
"16752","CXXC1","thyroid problem (not cancer)","endocrine/diabetes"
"16753","UNC13C","thyroid problem (not cancer)","endocrine/diabetes"
"16754","TPT1","thyroid problem (not cancer)","endocrine/diabetes"
"16755","NONO","thyroid problem (not cancer)","endocrine/diabetes"
"16756","SMPD4","thyroid problem (not cancer)","endocrine/diabetes"
"16757","ATP1B1","thyroid problem (not cancer)","endocrine/diabetes"
"16758","SNF8","thyroid problem (not cancer)","endocrine/diabetes"
"16759","SF3A1","thyroid problem (not cancer)","endocrine/diabetes"
"16760","PSD2","thyroid problem (not cancer)","endocrine/diabetes"
"16761","RPL7AP11","thyroid problem (not cancer)","endocrine/diabetes"
"16762","TXNL4A","thyroid problem (not cancer)","endocrine/diabetes"
"16763","RN7SKP58","thyroid problem (not cancer)","endocrine/diabetes"
"16764","PCDHGA9","thyroid problem (not cancer)","endocrine/diabetes"
"16765","ARHGEF7-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16766","ADAM11","thyroid problem (not cancer)","endocrine/diabetes"
"16767","PTPRN","thyroid problem (not cancer)","endocrine/diabetes"
"16768","GFAP","thyroid problem (not cancer)","endocrine/diabetes"
"16769","CPNE5","thyroid problem (not cancer)","endocrine/diabetes"
"16770","IGHV3-41","thyroid problem (not cancer)","endocrine/diabetes"
"16771","PEX5L","thyroid problem (not cancer)","endocrine/diabetes"
"16772","TRMT2A","thyroid problem (not cancer)","endocrine/diabetes"
"16773","TMEM266","thyroid problem (not cancer)","endocrine/diabetes"
"16774","INA","thyroid problem (not cancer)","endocrine/diabetes"
"16775","LINC01750","thyroid problem (not cancer)","endocrine/diabetes"
"16776","RPL34","thyroid problem (not cancer)","endocrine/diabetes"
"16777","CX3CL1","thyroid problem (not cancer)","endocrine/diabetes"
"16778","CHL1","thyroid problem (not cancer)","endocrine/diabetes"
"16779","RPS28P7","thyroid problem (not cancer)","endocrine/diabetes"
"16780","SEZ6L2","thyroid problem (not cancer)","endocrine/diabetes"
"16781","RN7SL7P","thyroid problem (not cancer)","endocrine/diabetes"
"16782","CT47A6","thyroid problem (not cancer)","endocrine/diabetes"
"16783","CYP26B1","thyroid problem (not cancer)","endocrine/diabetes"
"16784","FA2H","thyroid problem (not cancer)","endocrine/diabetes"
"16785","SEC61A1","thyroid problem (not cancer)","endocrine/diabetes"
"16786","EIF3G","thyroid problem (not cancer)","endocrine/diabetes"
"16787","DKK3","thyroid problem (not cancer)","endocrine/diabetes"
"16788","USP34","thyroid problem (not cancer)","endocrine/diabetes"
"16789","ITIH5","thyroid problem (not cancer)","endocrine/diabetes"
"16790","H2BC10","thyroid problem (not cancer)","endocrine/diabetes"
"16791","RPS5","thyroid problem (not cancer)","endocrine/diabetes"
"16792","RPL13A","thyroid problem (not cancer)","endocrine/diabetes"
"16793","XKR4","thyroid problem (not cancer)","endocrine/diabetes"
"16794","FAM131B","thyroid problem (not cancer)","endocrine/diabetes"
"16795","WNK2","thyroid problem (not cancer)","endocrine/diabetes"
"16796","SSUH2","thyroid problem (not cancer)","endocrine/diabetes"
"16797","SYT1","thyroid problem (not cancer)","endocrine/diabetes"
"16798","TBX2","thyroid problem (not cancer)","endocrine/diabetes"
"16799","PCDHGA3","thyroid problem (not cancer)","endocrine/diabetes"
"16800","RPL7P47","thyroid problem (not cancer)","endocrine/diabetes"
"16801","TNKS2","thyroid problem (not cancer)","endocrine/diabetes"
"16802","ATG10","thyroid problem (not cancer)","endocrine/diabetes"
"16803","TMC2","thyroid problem (not cancer)","endocrine/diabetes"
"16804","SLC30A3","thyroid problem (not cancer)","endocrine/diabetes"
"16805","MLANA","thyroid problem (not cancer)","endocrine/diabetes"
"16806","NOP53","thyroid problem (not cancer)","endocrine/diabetes"
"16807","CDH23-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16808","PRR35","thyroid problem (not cancer)","endocrine/diabetes"
"16809","C3","thyroid problem (not cancer)","endocrine/diabetes"
"16810","GALNT9-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16811","ADCY7","thyroid problem (not cancer)","endocrine/diabetes"
"16812","LINC01886","thyroid problem (not cancer)","endocrine/diabetes"
"16813","PSME2P6","thyroid problem (not cancer)","endocrine/diabetes"
"16814","CTNND2","thyroid problem (not cancer)","endocrine/diabetes"
"16815","UXT-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16816","TUBGCP2","thyroid problem (not cancer)","endocrine/diabetes"
"16817","CDK12","thyroid problem (not cancer)","endocrine/diabetes"
"16818","SLC4A10","thyroid problem (not cancer)","endocrine/diabetes"
"16819","GABPA","thyroid problem (not cancer)","endocrine/diabetes"
"16820","NYAP1","thyroid problem (not cancer)","endocrine/diabetes"
"16821","MTND1P23","thyroid problem (not cancer)","endocrine/diabetes"
"16822","MBD1","thyroid problem (not cancer)","endocrine/diabetes"
"16823","MAU2","thyroid problem (not cancer)","endocrine/diabetes"
"16824","TMEM132A","thyroid problem (not cancer)","endocrine/diabetes"
"16825","THAP12","thyroid problem (not cancer)","endocrine/diabetes"
"16826","PCGEM1","thyroid problem (not cancer)","endocrine/diabetes"
"16827","OLFM2","thyroid problem (not cancer)","endocrine/diabetes"
"16828","D1524","thyroid problem (not cancer)","endocrine/diabetes"
"16829","SYNDIG1","thyroid problem (not cancer)","endocrine/diabetes"
"16830","LRRTM1","thyroid problem (not cancer)","endocrine/diabetes"
"16831","CADM2","thyroid problem (not cancer)","endocrine/diabetes"
"16832","LIF-AS2","thyroid problem (not cancer)","endocrine/diabetes"
"16833","CAVIN2","thyroid problem (not cancer)","endocrine/diabetes"
"16834","PHF24","thyroid problem (not cancer)","endocrine/diabetes"
"16835","MPP2","thyroid problem (not cancer)","endocrine/diabetes"
"16836","SCN2B","thyroid problem (not cancer)","endocrine/diabetes"
"16837","LINC01757","thyroid problem (not cancer)","endocrine/diabetes"
"16838","USP9YP28","thyroid problem (not cancer)","endocrine/diabetes"
"16839","ZBTB45P1","thyroid problem (not cancer)","endocrine/diabetes"
"16840","HNRNPA1","thyroid problem (not cancer)","endocrine/diabetes"
"16841","SERPINA6","thyroid problem (not cancer)","endocrine/diabetes"
"16842","GPR37L1","thyroid problem (not cancer)","endocrine/diabetes"
"16843","CCNT2-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16844","INO80D-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16845","D1092","thyroid problem (not cancer)","endocrine/diabetes"
"16846","KCNF1","thyroid problem (not cancer)","endocrine/diabetes"
"16847","HDAC1","thyroid problem (not cancer)","endocrine/diabetes"
"16848","ASTN1","thyroid problem (not cancer)","endocrine/diabetes"
"16849","CLDN3","thyroid problem (not cancer)","endocrine/diabetes"
"16850","HNRNPC","thyroid problem (not cancer)","endocrine/diabetes"
"16851","RAB26","thyroid problem (not cancer)","endocrine/diabetes"
"16852","HS3ST2","thyroid problem (not cancer)","endocrine/diabetes"
"16853","KCNAB1","thyroid problem (not cancer)","endocrine/diabetes"
"16854","SLC39A12","thyroid problem (not cancer)","endocrine/diabetes"
"16855","RPS15A","thyroid problem (not cancer)","endocrine/diabetes"
"16856","RNU6-705P","thyroid problem (not cancer)","endocrine/diabetes"
"16857","TNS2-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16858","SCN2A","thyroid problem (not cancer)","endocrine/diabetes"
"16859","SERPIND1","thyroid problem (not cancer)","endocrine/diabetes"
"16860","CAMK2N1","thyroid problem (not cancer)","endocrine/diabetes"
"16861","LZTS3","thyroid problem (not cancer)","endocrine/diabetes"
"16862","CAMK2B","thyroid problem (not cancer)","endocrine/diabetes"
"16863","FRYL","thyroid problem (not cancer)","endocrine/diabetes"
"16864","RNU7-186P","thyroid problem (not cancer)","endocrine/diabetes"
"16865","RPL23","thyroid problem (not cancer)","endocrine/diabetes"
"16866","RNF31","thyroid problem (not cancer)","endocrine/diabetes"
"16867","F10","thyroid problem (not cancer)","endocrine/diabetes"
"16868","PCDHGA12","thyroid problem (not cancer)","endocrine/diabetes"
"16869","ILF3","thyroid problem (not cancer)","endocrine/diabetes"
"16870","URM1","thyroid problem (not cancer)","endocrine/diabetes"
"16871","RPS24P8","thyroid problem (not cancer)","endocrine/diabetes"
"16872","CNTNAP4","thyroid problem (not cancer)","endocrine/diabetes"
"16873","FGL1","thyroid problem (not cancer)","endocrine/diabetes"
"16874","ATP13A1","thyroid problem (not cancer)","endocrine/diabetes"
"16875","SPEG","thyroid problem (not cancer)","endocrine/diabetes"
"16876","KCNK3","thyroid problem (not cancer)","endocrine/diabetes"
"16877","PPIAP87","thyroid problem (not cancer)","endocrine/diabetes"
"16878","GON4L","thyroid problem (not cancer)","endocrine/diabetes"
"16879","PCDHGC3","thyroid problem (not cancer)","endocrine/diabetes"
"16880","UNC5A","thyroid problem (not cancer)","endocrine/diabetes"
"16881","SRCIN1","thyroid problem (not cancer)","endocrine/diabetes"
"16882","PCDHGA5","thyroid problem (not cancer)","endocrine/diabetes"
"16883","RPS9","thyroid problem (not cancer)","endocrine/diabetes"
"16884","THAP12P6","thyroid problem (not cancer)","endocrine/diabetes"
"16885","RNU1-27P","thyroid problem (not cancer)","endocrine/diabetes"
"16886","LINC00507","thyroid problem (not cancer)","endocrine/diabetes"
"16887","KIF5C","thyroid problem (not cancer)","endocrine/diabetes"
"16888","VSNL1","thyroid problem (not cancer)","endocrine/diabetes"
"16889","ISY1","thyroid problem (not cancer)","endocrine/diabetes"
"16890","H4C4","thyroid problem (not cancer)","endocrine/diabetes"
"16891","RPL7A","thyroid problem (not cancer)","endocrine/diabetes"
"16892","POLR2B","thyroid problem (not cancer)","endocrine/diabetes"
"16893","BTN3A1","thyroid problem (not cancer)","endocrine/diabetes"
"16894","ADRA1B","thyroid problem (not cancer)","endocrine/diabetes"
"16895","MIR1260A","thyroid problem (not cancer)","endocrine/diabetes"
"16896","CELF3","thyroid problem (not cancer)","endocrine/diabetes"
"16897","PFN1","thyroid problem (not cancer)","endocrine/diabetes"
"16898","RPL30-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16899","ZNF592","thyroid problem (not cancer)","endocrine/diabetes"
"16900","BARHL2","thyroid problem (not cancer)","endocrine/diabetes"
"16901","IGFBP3","thyroid problem (not cancer)","endocrine/diabetes"
"16902","SZRD1","thyroid problem (not cancer)","endocrine/diabetes"
"16903","FADS6","thyroid problem (not cancer)","endocrine/diabetes"
"16904","OVCA2","thyroid problem (not cancer)","endocrine/diabetes"
"16905","EEF1G","thyroid problem (not cancer)","endocrine/diabetes"
"16906","LINC02284","thyroid problem (not cancer)","endocrine/diabetes"
"16907","PHLDB1","thyroid problem (not cancer)","endocrine/diabetes"
"16908","RNPC3-DT","thyroid problem (not cancer)","endocrine/diabetes"
"16909","HPCA","thyroid problem (not cancer)","endocrine/diabetes"
"16910","RPS27P4","thyroid problem (not cancer)","endocrine/diabetes"
"16911","FBXO2","thyroid problem (not cancer)","endocrine/diabetes"
"16912","HP1BP3","thyroid problem (not cancer)","endocrine/diabetes"
"16913","QARS1","thyroid problem (not cancer)","endocrine/diabetes"
"16914","RPL31","thyroid problem (not cancer)","endocrine/diabetes"
"16915","PSD3","thyroid problem (not cancer)","endocrine/diabetes"
"16916","DDX54","thyroid problem (not cancer)","endocrine/diabetes"
"16917","ZC3H11A","thyroid problem (not cancer)","endocrine/diabetes"
"16918","SYNGR3","thyroid problem (not cancer)","endocrine/diabetes"
"16919","DRP2","thyroid problem (not cancer)","endocrine/diabetes"
"16920","ARHGEF25","thyroid problem (not cancer)","endocrine/diabetes"
"16921","SGSM1","thyroid problem (not cancer)","endocrine/diabetes"
"16922","ANKRD34A","thyroid problem (not cancer)","endocrine/diabetes"
"16923","CHGA","thyroid problem (not cancer)","endocrine/diabetes"
"16924","FGG","thyroid problem (not cancer)","endocrine/diabetes"
"16925","KRTAP3-4P","thyroid problem (not cancer)","endocrine/diabetes"
"16926","SIM1-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16927","STX1B","thyroid problem (not cancer)","endocrine/diabetes"
"16928","ABI1","thyroid problem (not cancer)","endocrine/diabetes"
"16929","ADAM22","thyroid problem (not cancer)","endocrine/diabetes"
"16930","NKX2-2","thyroid problem (not cancer)","endocrine/diabetes"
"16931","VTI1A","thyroid problem (not cancer)","endocrine/diabetes"
"16932","FAM168B","thyroid problem (not cancer)","endocrine/diabetes"
"16933","HIPK4","thyroid problem (not cancer)","endocrine/diabetes"
"16934","ACBD6","thyroid problem (not cancer)","endocrine/diabetes"
"16935","TOMM20P1","thyroid problem (not cancer)","endocrine/diabetes"
"16936","RPL28","thyroid problem (not cancer)","endocrine/diabetes"
"16937","SEMA3B","thyroid problem (not cancer)","endocrine/diabetes"
"16938","KRTAP20-4","thyroid problem (not cancer)","endocrine/diabetes"
"16939","GAD2","thyroid problem (not cancer)","endocrine/diabetes"
"16940","NPTX1","thyroid problem (not cancer)","endocrine/diabetes"
"16941","D1155","thyroid problem (not cancer)","endocrine/diabetes"
"16942","LINC01544","thyroid problem (not cancer)","endocrine/diabetes"
"16943","PCSK2","thyroid problem (not cancer)","endocrine/diabetes"
"16944","TMEM158","thyroid problem (not cancer)","endocrine/diabetes"
"16945","PSMA1P1","thyroid problem (not cancer)","endocrine/diabetes"
"16946","KCNB1","thyroid problem (not cancer)","endocrine/diabetes"
"16947","GP9","thyroid problem (not cancer)","endocrine/diabetes"
"16948","D1183","thyroid problem (not cancer)","endocrine/diabetes"
"16949","RPL12P14","thyroid problem (not cancer)","endocrine/diabetes"
"16950","STAC2","thyroid problem (not cancer)","endocrine/diabetes"
"16951","DUS1L","thyroid problem (not cancer)","endocrine/diabetes"
"16952","MTATP6P11","thyroid problem (not cancer)","endocrine/diabetes"
"16953","C4BPB","thyroid problem (not cancer)","endocrine/diabetes"
"16954","IGBP1","thyroid problem (not cancer)","endocrine/diabetes"
"16955","DRG2","thyroid problem (not cancer)","endocrine/diabetes"
"16956","CTCF","thyroid problem (not cancer)","endocrine/diabetes"
"16957","PCDH8","thyroid problem (not cancer)","endocrine/diabetes"
"16958","SRSF4","thyroid problem (not cancer)","endocrine/diabetes"
"16959","CLCA4","thyroid problem (not cancer)","endocrine/diabetes"
"16960","EIF5AL1","thyroid problem (not cancer)","endocrine/diabetes"
"16961","YY1AP1","thyroid problem (not cancer)","endocrine/diabetes"
