"Phenotype","Score","color_group","Label"
"GenAge.Mod",0.08764985,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.963184458,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.252714054,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.219949269,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.777324135,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.777324135,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.389367435,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.389367435,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.389367435,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.996417052,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.359075681,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.341097062,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.956188301,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.956188301,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.608901799,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.608901799,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.468910692,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.141775188,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.317061959,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.204054906,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.212668,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.189149532,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.209078814,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.188928852,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.120950651,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.166712268,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.264793394,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.971339792,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.224863662,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.295680619,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.406717628,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.389824517,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.315748847,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.973958418,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.97846367,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.107644386,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.107644386,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.306971656,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.263954797,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.126610665,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.889937207,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.956181581,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.3757602,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"renal/urology",0.884545562,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.298973368,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.139122045,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.490610288,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.490610288,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.273298979,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.185745105,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.185745105,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.334218427,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.334218427,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.263976775,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.973445869,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.984163115,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.999278472,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.831677996,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.183776724,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.183776724,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.843827171,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.843827171,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.320957563,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.320957563,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.320957563,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.29809152,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.251891902,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.251891902,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.251891902,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.380166348,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.244358594,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.270593685,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.261235671,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.199045606,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.201371856,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.165362836,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.198463495,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.344188218,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.291656825,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.102230336,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.109710459,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.231982582,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.185207353,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.125539934,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.931337472,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.528484744,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.262381746,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.342202617,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.319943138,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.448454694,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.1370591,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.378910403,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.136108736,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.304402951,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.126376205,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.189617815,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.753381949,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.965828066,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.445619297,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.261799952,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.467200595,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.467200595,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.467200595,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.132841199,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.379145685,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.913100989,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.300176453,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.396775085,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.190977971,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.517657469,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.246523256,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.18172065,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.165656967,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.16549944,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.134571713,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.962941822,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.334528024,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.121050224,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.895417066,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.969519819,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.83999481,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.245453075,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.245453075,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.128513471,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.128513471,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.191590782,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.285151844,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.262462482,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.342632007,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.221967432,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.658565105,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.254845349,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.254845349,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.76118335,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.794472453,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.111398101,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.145030922,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.106996876,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.167760474,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.167760474,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.342880602,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.789074266,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.131327066,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.491971326,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.491971326,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.283937228,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.220951328,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.331469864,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.331469864,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.330983875,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.795589662,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.795589662,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.80909777,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.203025542,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.203025542,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.362604749,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.323819535,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.317264291,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.406000867,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.191145977,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.910286951,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.26090536,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.26090536,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.482414197,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.124999705,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.201188334,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.201188334,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.159031579,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.129774786,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.164526117,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.696773463,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.32575479,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.331470673,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.20485153,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.302518547,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.302518547,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.302518547,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"immunological/systemic disorders",0.302518547,"immunological/systemic disorders","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.302518547,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.770509604,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.23954614,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.996044751,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.915233887,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.915233887,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.883260032,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.838901152,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.177712624,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.137913164,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"neurology/eye/psychiatry",0.405599332,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.389056684,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.389056684,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.200990455,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.333077268,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.333077268,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.333077268,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.164287334,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.358156659,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.176935671,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.173302777,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.173302777,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.293577202,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.293577202,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.279710703,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.864521908,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.997873559,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.999770664,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.181950757,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.183190571,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.590414618,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.945567525,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.260905917,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.245747252,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.954383763,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.142026188,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"haematology/dermatology",0.288123052,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.909588582,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.409944414,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.918578291,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.937807194,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.979357162,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.999504594,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.690525885,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.260520717,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.918491541,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.434662302,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.32290465,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.781572548,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.205361254,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.196940266,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.189816516,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.584241442,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.200586825,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.200586825,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.281929335,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.637015472,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.474416029,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.123069074,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.797944239,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.096943399,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.096943399,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.267230281,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.091432294,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.152705646,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.176800233,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.147161026,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.089285713,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.304139824,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.225975691,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.356455913,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.725642506,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.474153295,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.254673461,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.171287488,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",1,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.435526755,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.435526755,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Hum",0.87496169,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.213384305,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",1,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.987120329,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.848478282,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.406458376,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.994775333,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"renal/urology",0.933399128,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.337101072,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"cardiovascular",0.826144897,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.980537181,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.13283504,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.166400333,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.945134235,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"gastrointestinal/abdominal",0.244949395,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"endocrine/diabetes",0.244949395,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"musculoskeletal/trauma",0.244949395,"Other_ARCs","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.189791225,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.182406694,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.163837481,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.247717847,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.131420399,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
"GenAge.Mod",0.29938798,"GenAge","Tissue specificity in genes associated with ARCs and GenAge"
